ds,real,rf_pred,xgb_pred,residuo_rf,residuo_xgb
2025-06-05,1507.5,1212.501573145854,1214.3107,294.9984268541459,293.1893310546875
2025-06-06,2606.5,1652.0811457661218,1767.7065,954.4188542338782,838.79345703125
2025-06-09,1862.0,1756.3882584015469,1960.4075,105.61174159845314,-98.407470703125
2025-06-10,1880.0,1795.4926061896438,2021.7701,84.50739381035623,-141.7701416015625
2025-06-11,2628.0,1926.7196058573093,1867.7156,701.2803941426907,760.284423828125
2025-06-12,1819.75,1835.3250219638142,1908.5068,-15.575021963814152,-88.7568359375
2025-06-13,1954.0,2118.9786025088247,2056.703,-164.97860250882468,-102.702880859375
2025-06-14,2298.5,1559.1050703009764,1814.935,739.3949296990236,483.56494140625
2025-06-16,3430.0,2871.3937400651735,2817.5989,558.6062599348265,612.401123046875
2025-06-17,2870.0,2603.599666874792,2300.2834,266.4003331252079,569.716552734375
2025-06-18,2973.0,2844.3011660439533,2961.9932,128.69883395604666,11.0068359375
2025-06-20,2221.5,2553.6069212687016,2498.238,-332.1069212687016,-276.738037109375
2025-06-21,1076.0,1488.2675715966807,1859.5498,-412.2675715966807,-783.5498046875
2025-06-23,2951.0,3042.607094491065,3404.0598,-91.6070944910648,-453.059814453125
2025-06-24,2854.0,2621.5213529955868,2755.8708,232.47864700441323,98.129150390625
2025-06-25,1616.0,2582.6586717064306,2273.473,-966.6586717064306,-657.472900390625
2025-06-26,2331.5,2709.152895396272,2427.8596,-377.652895396272,-96.359619140625
2025-06-27,2271.0,2338.2969723487627,2354.3047,-67.29697234876267,-83.3046875
2025-06-28,2878.0,1549.973961771451,2040.831,1328.026038228549,837.1689453125
2025-06-30,2966.5,2369.0700571146326,2025.8436,597.4299428853674,940.6563720703125
2025-07-01,2381.0,2720.891397279306,2713.5571,-339.89139727930615,-332.55712890625
2025-07-02,1791.5,2765.206912219405,2631.9316,-973.7069122194048,-840.431640625
2025-07-03,1832.0,2702.9620121544012,2998.1135,-870.9620121544012,-1166.113525390625
2025-07-04,3999.5,2607.0028030691014,2747.141,1392.4971969308986,1252.35888671875
2025-07-05,1203.5,1665.6647138295598,1752.7646,-462.1647138295598,-549.2646484375
2025-07-07,2432.0,2799.1233570614104,2781.6145,-367.1233570614104,-349.614501953125
2025-07-08,2780.5,2741.9377025198187,2872.2307,38.562297480181314,-91.730712890625
2025-07-09,2076.0,2769.3625860057014,2917.4888,-693.3625860057014,-841.48876953125
2025-07-10,2583.0,2518.020578960238,2538.7786,64.9794210397622,44.221435546875
2025-07-11,1943.5,2423.242446303255,2333.0586,-479.74244630325484,-389.55859375
2025-07-12,1552.0,1212.9996174906205,1023.8785,339.0003825093795,528.1215209960938
2025-07-14,3782.0,2745.558773993177,3379.995,1036.441226006823,402.0048828125
2025-07-15,3493.5,2565.54485434704,2496.3706,927.9551456529598,997.12939453125
2025-07-16,2495.0,2624.1740094473303,2528.1018,-129.17400944733026,-33.101806640625
2025-07-17,2753.4,2826.375730814321,2918.619,-72.97573081432074,-165.2188964843749
2025-07-18,2882.0,2557.5929385836994,2351.18,324.4070614163006,530.820068359375
2025-07-19,1156.5,1390.7784156569546,1457.9093,-234.27841565695462,-301.4093017578125
2025-07-21,2019.0,2951.5230749926213,3251.8767,-932.5230749926213,-1232.876708984375
2025-07-22,2417.5,2593.1944261457934,2954.4531,-175.6944261457934,-536.953125
2025-07-23,1736.5,2305.5169682870396,2270.81,-569.0169682870396,-534.31005859375
2025-07-24,3148.6,2612.894564602064,2537.0562,535.7054353979361,611.5438476562499
2025-07-25,3757.5,2574.325188878255,2490.8704,1183.1748111217448,1266.629638671875
2025-07-26,1067.9,1619.910116571816,1635.3624,-552.0101165718158,-567.4624267578124
2025-07-28,3571.75,2782.5627477929297,2835.037,789.1872522070703,736.712890625
2025-07-29,1506.0,2320.9312182353424,2211.6602,-814.9312182353424,-705.66015625
2025-07-30,1538.0,2363.2809349321797,2086.901,-825.2809349321797,-548.90087890625
2025-07-31,1691.0,2474.266976948498,2445.92,-783.2669769484978,-754.919921875
2025-08-01,2049.0,2484.9137135066926,2432.0322,-435.9137135066926,-383.0322265625
2025-08-02,1486.5,1119.2199942151187,1259.008,367.28000578488127,227.491943359375
2025-08-04,2257.0,2171.508311735067,2185.6853,85.49168826493315,71.314697265625
2025-08-05,1306.5,1603.5127474830172,1802.175,-297.01274748301716,-495.675048828125
2025-08-08,1493.0,1492.3819036486843,1530.0277,0.6180963513156712,-37.0277099609375
2025-08-09,1817.5,1232.8709154509945,1231.0997,584.6290845490055,586.4002685546875
2025-08-11,1085.0,1666.3392778130753,1468.5162,-581.3392778130753,-383.5162353515625
2025-08-12,2946.75,1949.8109699957267,1993.0297,996.9390300042733,953.7203369140625
2025-08-13,1937.0,1813.9643444027083,1850.1543,123.03565559729168,86.845703125
2025-08-14,2498.0,1807.166979023477,1699.1438,690.8330209765229,798.856201171875
2025-08-15,2942.0,2028.1790545357246,2112.4724,913.8209454642754,829.527587890625
2025-08-16,846.5,1334.017650714507,1197.1118,-487.517650714507,-350.61181640625
2025-08-18,1619.5,2151.4800611458563,2046.1448,-531.9800611458563,-426.644775390625
