auto,fecha,monto_recibido
8517,2022-07-11,280.0
8520,2022-07-11,195.0
8515,2022-07-11,3800.0
8514,2022-07-11,385.0
8513,2022-07-11,195.0
8512,2022-07-11,150.0
8511,2022-07-11,540.0
8510,2022-07-11,320.0
8516,2022-07-11,130.0
8532,2022-07-12,9.0
8531,2022-07-12,295.0
8530,2022-07-12,450.0
8529,2022-07-12,300.0
8526,2022-07-12,327.0
8527,2022-07-12,23.0
8525,2022-07-12,117.0
8524,2022-07-12,589.0
8528,2022-07-12,240.0
8538,2022-07-13,40.0
8537,2022-07-13,460.0
8536,2022-07-13,120.0
8534,2022-07-13,461.15
8533,2022-07-13,275.0
8535,2022-07-13,149.0
8539,2022-07-14,521.0
8540,2022-07-14,372.0
8541,2022-07-14,232.0
8542,2022-07-14,470.0
8543,2022-07-14,60.0
8544,2022-07-14,52.0
8545,2022-07-15,505.5
8546,2022-07-15,395.5
8547,2022-07-15,430.0
8548,2022-07-15,251.0
8553,2022-07-16,60.0
8554,2022-07-16,250.0
8552,2022-07-16,205.9
8550,2022-07-16,340.0
8549,2022-07-16,206.0
8551,2022-07-16,235.0
8555,2022-07-18,255.0
8556,2022-07-18,364.04
8557,2022-07-18,163.0
8558,2022-07-18,20.0
8559,2022-07-18,117.0
8560,2022-07-18,556.5
8561,2022-07-18,213.0
8562,2022-07-18,180.0
8563,2022-07-18,84.0
8568,2022-07-19,450.0
8571,2022-07-19,72.0
8570,2022-07-19,185.0
8569,2022-07-19,305.0
8565,2022-07-19,392.0
8566,2022-07-19,381.0
8564,2022-07-19,540.0
8567,2022-07-19,432.0
8577,2022-07-20,70.0
8572,2022-07-20,370.0
8573,2022-07-20,67.0
8574,2022-07-20,380.0
8575,2022-07-20,57.0
8576,2022-07-20,13.0
8587,2022-07-21,694.0
8581,2022-07-21,1375.0
8589,2022-07-21,40.0
8586,2022-07-21,35.0
8588,2022-07-21,233.5
8585,2022-07-21,432.0
8580,2022-07-21,370.0
8583,2022-07-21,109.0
8582,2022-07-21,50.0
8584,2022-07-21,84.0
8579,2022-07-21,406.0
8578,2022-07-21,560.0
8595,2022-07-22,240.0
8594,2022-07-22,400.0
8593,2022-07-22,271.0
8596,2022-07-22,130.0
8591,2022-07-22,226.0
8590,2022-07-22,80.0
8592,2022-07-22,422.0
8607,2022-07-23,30.0
8597,2022-07-23,213.0
8598,2022-07-23,203.0
8599,2022-07-23,86.0
8600,2022-07-23,73.0
8601,2022-07-23,60.0
8602,2022-07-23,309.0
8603,2022-07-23,333.03
8604,2022-07-23,169.5
8605,2022-07-23,196.0
8606,2022-07-23,350.0
8608,2022-07-23,166.0
8619,2022-07-25,300.0
8620,2022-07-25,165.0
8617,2022-07-25,30.0
8622,2022-07-25,6.0
8621,2022-07-25,339.0
8616,2022-07-25,220.0
8618,2022-07-25,288.0
8614,2022-07-25,290.0
8613,2022-07-25,275.0
8615,2022-07-25,105.0
8612,2022-07-25,192.0
8611,2022-07-25,425.0
8610,2022-07-25,253.0
8609,2022-07-25,150.0
8630,2022-07-26,20.0
8629,2022-07-26,260.0
8628,2022-07-26,17.0
8627,2022-07-26,416.77
8625,2022-07-26,300.0
8624,2022-07-26,71.0
8623,2022-07-26,700.0
8626,2022-07-26,150.0
8641,2022-07-27,114.0
8647,2022-07-27,68.0
8646,2022-07-27,22.0
8645,2022-07-27,31.0
8644,2022-07-27,40.0
8643,2022-07-27,50.0
8642,2022-07-27,122.0
8640,2022-07-27,247.0
8634,2022-07-27,340.0
8638,2022-07-27,72.0
8637,2022-07-27,590.0
8636,2022-07-27,300.0
8635,2022-07-27,300.0
8633,2022-07-27,404.3
8632,2022-07-27,67.0
8631,2022-07-27,58.0
8639,2022-07-27,82.0
8655,2022-07-28,282.0
8659,2022-07-28,39.0
8658,2022-07-28,20.0
8657,2022-07-28,17.0
8656,2022-07-28,83.0
8654,2022-07-28,130.0
8648,2022-07-28,17.0
8652,2022-07-28,320.04
8651,2022-07-28,390.0
8650,2022-07-28,65.0
8649,2022-07-28,178.0
8653,2022-07-28,151.0
8671,2022-07-29,55.0
8670,2022-07-29,123.0
8669,2022-07-29,260.0
8668,2022-07-29,30.0
8666,2022-07-29,305.0
8667,2022-07-29,310.0
8664,2022-07-29,70.0
8663,2022-07-29,110.0
8662,2022-07-29,420.0
8661,2022-07-29,245.0
8660,2022-07-29,230.0
8665,2022-07-29,102.4
8672,2022-07-30,470.0
8673,2022-07-30,19.0
8674,2022-07-30,70.0
8675,2022-07-30,70.0
8676,2022-07-30,12.0
8682,2022-08-01,95.0
8684,2022-08-01,36.0
8683,2022-08-01,245.0
8681,2022-08-01,475.0
8677,2022-08-01,441.3
8679,2022-08-01,335.0
8678,2022-08-01,199.0
8680,2022-08-01,88.0
8704,2022-08-02,60.0
8703,2022-08-02,35.0
8702,2022-08-02,176.0
8701,2022-08-02,317.0
8700,2022-08-02,319.0
8699,2022-08-02,114.0
8698,2022-08-02,50.0
8697,2022-08-02,11.0
8696,2022-08-02,10.0
8695,2022-08-02,211.0
8693,2022-08-02,129.0
8692,2022-08-02,213.0
8691,2022-08-02,202.5
8690,2022-08-02,192.0
8689,2022-08-02,82.0
8688,2022-08-02,492.0
8687,2022-08-02,122.0
8686,2022-08-02,145.0
8685,2022-08-02,690.0
8694,2022-08-02,100.0
8713,2022-08-03,53.0
8712,2022-08-03,230.0
8711,2022-08-03,320.0
8709,2022-08-03,264.0
8710,2022-08-03,277.0
8707,2022-08-03,205.0
8706,2022-08-03,590.0
8705,2022-08-03,140.0
8708,2022-08-03,215.0
8721,2022-08-04,103.0
8720,2022-08-04,100.0
8719,2022-08-04,220.0
8718,2022-08-04,73.0
8716,2022-08-04,140.0
8715,2022-08-04,840.0
8714,2022-08-04,376.2
8717,2022-08-04,5.0
8730,2022-08-05,55.0
8733,2022-08-05,146.0
8732,2022-08-05,10.0
8734,2022-08-05,116.0
8731,2022-08-05,470.0
8729,2022-08-05,276.0
8724,2022-08-05,280.0
8727,2022-08-05,190.0
8726,2022-08-05,320.0
8725,2022-08-05,205.0
8723,2022-08-05,680.0
8722,2022-08-05,11.0
8728,2022-08-05,130.0
8742,2022-08-08,298.0
8745,2022-08-08,91.0
8744,2022-08-08,161.0
8743,2022-08-08,280.0
8741,2022-08-08,390.0
8740,2022-08-08,250.0
8739,2022-08-08,67.0
8738,2022-08-08,584.0
8737,2022-08-08,150.0
8736,2022-08-08,418.0
8735,2022-08-08,330.0
8746,2022-08-09,312.0
8747,2022-08-09,405.0
8748,2022-08-09,350.0
8749,2022-08-09,381.0
8750,2022-08-09,163.0
8751,2022-08-09,174.0
8752,2022-08-09,185.0
8753,2022-08-09,120.0
8759,2022-08-10,69.0
8758,2022-08-10,291.0
8757,2022-08-10,228.2
8755,2022-08-10,131.0
8754,2022-08-10,700.0
8756,2022-08-10,490.0
8760,2022-08-11,308.0
8761,2022-08-11,953.0
8762,2022-08-11,27.0
8763,2022-08-11,170.0
8764,2022-08-11,16.0
8765,2022-08-11,145.0
8766,2022-08-11,123.0
8772,2022-08-12,197.0
8773,2022-08-12,93.0
8770,2022-08-12,140.0
8771,2022-08-12,345.0
8768,2022-08-12,123.0
8767,2022-08-12,312.0
8769,2022-08-12,53.0
8774,2022-08-13,230.0
8775,2022-08-13,387.0
8776,2022-08-13,95.0
8777,2022-08-13,40.0
8778,2022-08-13,131.0
8779,2022-08-13,420.0
8780,2022-08-13,2.0
8786,2022-08-15,247.0
8789,2022-08-15,180.0
8788,2022-08-15,165.0
8787,2022-08-15,381.0
8784,2022-08-15,24.0
8783,2022-08-15,303.0
8782,2022-08-15,463.0
8781,2022-08-15,450.0
8785,2022-08-15,83.0
8797,2022-08-16,121.0
8790,2022-08-16,79.0
8791,2022-08-16,195.0
8792,2022-08-16,67.0
8793,2022-08-16,331.0
8794,2022-08-16,252.0
8795,2022-08-16,165.0
8796,2022-08-16,232.0
8806,2022-08-17,374.0
8805,2022-08-17,49.0
8807,2022-08-17,50.0
8804,2022-08-17,176.0
8803,2022-08-17,83.0
8801,2022-08-17,202.0
8800,2022-08-17,85.0
8799,2022-08-17,1271.0
8798,2022-08-17,205.0
8802,2022-08-17,194.0
8812,2022-08-18,329.0
8808,2022-08-18,640.0
8809,2022-08-18,168.0
8810,2022-08-18,81.0
8811,2022-08-18,290.0
8813,2022-08-18,140.0
8814,2022-08-18,126.0
8815,2022-08-18,185.0
8825,2022-08-19,28.0
8826,2022-08-19,75.0
8817,2022-08-19,660.0
8824,2022-08-19,78.0
8827,2022-08-19,110.0
8823,2022-08-19,127.0
8816,2022-08-19,390.0
8821,2022-08-19,650.0
8820,2022-08-19,49.0
8819,2022-08-19,138.0
8818,2022-08-19,10.0
8828,2022-08-19,57.0
8822,2022-08-19,270.0
8829,2022-08-19,129.0
8834,2022-08-20,118.0
8833,2022-08-20,160.0
8832,2022-08-20,227.0
8831,2022-08-20,789.5
8830,2022-08-20,90.0
8835,2022-08-22,396.0
8836,2022-08-22,65.0
8837,2022-08-22,7.3
8838,2022-08-22,250.0
8839,2022-08-22,32.0
8840,2022-08-22,181.0
8841,2022-08-22,245.0
8842,2022-08-22,170.0
8843,2022-08-22,53.0
8853,2022-08-23,88.0
8852,2022-08-23,390.0
8851,2022-08-23,160.0
8850,2022-08-23,65.0
8849,2022-08-23,38.0
8847,2022-08-23,15.0
8846,2022-08-23,158.0
8845,2022-08-23,276.0
8844,2022-08-23,122.31
8848,2022-08-23,228.0
8861,2022-08-24,75.0
8854,2022-08-24,99.5
8855,2022-08-24,92.0
8856,2022-08-24,270.0
8857,2022-08-24,450.0
8858,2022-08-24,500.0
8859,2022-08-24,32.0
8860,2022-08-24,140.0
8868,2022-08-25,270.0
8867,2022-08-25,188.0
8870,2022-08-25,192.0
8866,2022-08-25,196.0
8869,2022-08-25,602.0
8864,2022-08-25,7.5
8862,2022-08-25,53.0
8865,2022-08-25,16.0
8863,2022-08-25,61.75
8871,2022-08-26,107.5
8872,2022-08-26,165.0
8873,2022-08-26,99.0
8874,2022-08-26,128.0
8875,2022-08-26,31.0
8876,2022-08-26,340.0
8877,2022-08-26,27.0
8882,2022-08-27,97.0
8881,2022-08-27,190.0
8879,2022-08-27,55.0
8878,2022-08-27,93.0
8880,2022-08-27,50.0
8891,2022-08-29,390.0
8895,2022-08-29,10.0
8894,2022-08-29,90.0
8893,2022-08-29,295.0
8892,2022-08-29,515.0
8890,2022-08-29,385.0
8884,2022-08-29,16.0
8888,2022-08-29,84.0
8887,2022-08-29,450.0
8886,2022-08-29,240.0
8885,2022-08-29,50.5
8883,2022-08-29,190.0
8889,2022-08-29,117.0
8902,2022-08-30,108.0
8904,2022-08-30,50.0
8903,2022-08-30,500.0
8900,2022-08-30,290.0
8901,2022-08-30,330.0
8898,2022-08-30,144.0
8897,2022-08-30,152.0
8896,2022-08-30,160.0
8899,2022-08-30,365.0
8905,2022-08-31,17.0
8906,2022-08-31,192.0
8907,2022-08-31,431.0
8908,2022-08-31,369.0
8909,2022-08-31,493.0
8910,2022-08-31,117.0
8911,2022-08-31,133.0
8912,2022-08-31,20.0
8916,2022-09-01,211.0
8919,2022-09-01,45.0
8918,2022-09-01,188.0
8917,2022-09-01,450.0
8915,2022-09-01,160.0
8914,2022-09-01,65.0
8913,2022-09-01,665.0
8920,2022-09-02,705.0
8921,2022-09-02,160.0
8922,2022-09-02,16.0
8923,2022-09-02,245.0
8924,2022-09-02,825.0
8925,2022-09-02,50.0
8926,2022-09-02,311.0
8927,2022-09-02,91.0
8928,2022-09-02,148.0
8929,2022-09-02,20.0
8934,2022-09-03,90.0
8935,2022-09-03,23.0
8932,2022-09-03,189.0
8930,2022-09-03,191.0
8931,2022-09-03,150.25
8933,2022-09-03,201.0
8946,2022-09-05,40.0
8945,2022-09-05,234.0
8944,2022-09-05,123.0
8942,2022-09-05,145.0
8941,2022-09-05,145.5
8943,2022-09-05,440.0
8939,2022-09-05,58.0
8938,2022-09-05,51.0
8937,2022-09-05,100.0
8936,2022-09-05,36.0
8940,2022-09-05,1122.0
8955,2022-09-06,152.0
8958,2022-09-06,9.0
8959,2022-09-06,47.0
8957,2022-09-06,161.0
8956,2022-09-06,380.0
8954,2022-09-06,105.0
8948,2022-09-06,254.0
8952,2022-09-06,910.0
8951,2022-09-06,24.0
8950,2022-09-06,165.0
8949,2022-09-06,195.0
8947,2022-09-06,415.0
8953,2022-09-06,213.0
8966,2022-09-07,4.0
8965,2022-09-07,870.0
8963,2022-09-07,39.0
8964,2022-09-07,21.0
8961,2022-09-07,206.0
8960,2022-09-07,155.0
8962,2022-09-07,207.0
8967,2022-09-08,270.0
8968,2022-09-08,545.0
8969,2022-09-08,40.5
8970,2022-09-08,540.0
8971,2022-09-08,205.0
8972,2022-09-08,170.0
8973,2022-09-08,450.0
8974,2022-09-08,50.0
8983,2022-09-09,38.0
8982,2022-09-09,4.0
8981,2022-09-09,270.0
8980,2022-09-09,250.0
8979,2022-09-09,300.0
8977,2022-09-09,32.0
8976,2022-09-09,150.0
8975,2022-09-09,425.0
8978,2022-09-09,290.0
8984,2022-09-10,270.0
8985,2022-09-10,280.0
8986,2022-09-10,140.0
8987,2022-09-10,90.0
8988,2022-09-10,135.0
8996,2022-09-12,26.0
9000,2022-09-12,890.0
8999,2022-09-12,812.0
8998,2022-09-12,502.0
8997,2022-09-12,281.0
9001,2022-09-12,23.0
8995,2022-09-12,259.0
8993,2022-09-12,244.5
8989,2022-09-12,230.0
8990,2022-09-12,149.0
8994,2022-09-12,330.0
8992,2022-09-12,367.0
8991,2022-09-12,393.5
9002,2022-09-13,420.0
9003,2022-09-13,35.0
9005,2022-09-13,250.0
9006,2022-09-13,81.0
9007,2022-09-13,45.0
9008,2022-09-13,59.0
9004,2022-09-13,241.0
9016,2022-09-15,140.0
9013,2022-09-15,1650.0
9015,2022-09-15,600.0
9014,2022-09-15,262.0
9012,2022-09-15,135.0
9010,2022-09-15,461.0
9009,2022-09-15,36.0
9011,2022-09-15,288.0
9017,2022-09-16,204.0
9018,2022-09-16,240.0
9019,2022-09-16,340.0
9020,2022-09-16,443.0
9021,2022-09-16,203.0
9022,2022-09-16,13.0
9023,2022-09-17,217.5
9024,2022-09-17,109.5
9034,2022-09-20,390.0
9033,2022-09-20,155.0
9032,2022-09-20,273.0
9031,2022-09-20,394.7
9030,2022-09-20,1009.0
9028,2022-09-20,890.0
9027,2022-09-20,570.0
9026,2022-09-20,518.0
9025,2022-09-20,2.5
9029,2022-09-20,460.0
9035,2022-09-21,86.0
9036,2022-09-21,198.0
9037,2022-09-21,406.0
9038,2022-09-21,63.0
9039,2022-09-21,460.0
9044,2022-09-22,335.0
9043,2022-09-22,311.0
9041,2022-09-22,583.0
9040,2022-09-22,94.0
9042,2022-09-22,470.0
9053,2022-09-23,247.5
9058,2022-09-23,25.0
9057,2022-09-23,43.0
9056,2022-09-23,275.0
9055,2022-09-23,113.0
9054,2022-09-23,378.0
9052,2022-09-23,357.5
9045,2022-09-23,337.0
9050,2022-09-23,409.0
9049,2022-09-23,481.0
9048,2022-09-23,106.0
9047,2022-09-23,701.0
9046,2022-09-23,67.0
9051,2022-09-23,53.0
9062,2022-09-24,39.0
9061,2022-09-24,96.0
9059,2022-09-24,599.05
9060,2022-09-24,447.0
9069,2022-09-26,450.0
9068,2022-09-26,202.0
9067,2022-09-26,136.0
9070,2022-09-26,235.0
9065,2022-09-26,61.0
9064,2022-09-26,220.0
9063,2022-09-26,304.0
9066,2022-09-26,448.0
9071,2022-09-27,270.0
9072,2022-09-27,125.0
9074,2022-09-27,177.0
9075,2022-09-27,200.0
9076,2022-09-27,275.0
9077,2022-09-27,1330.0
9073,2022-09-27,205.1
9081,2022-09-28,125.0
9082,2022-09-28,249.0
9079,2022-09-28,740.0
9078,2022-09-28,215.0
9080,2022-09-28,239.0
9088,2022-09-29,185.0
9089,2022-09-29,160.0
9087,2022-09-29,610.0
9090,2022-09-29,220.0
9085,2022-09-29,735.0
9084,2022-09-29,54.0
9083,2022-09-29,260.0
9086,2022-09-29,330.0
9103,2022-09-30,152.0
9102,2022-09-30,420.0
9099,2022-09-30,7.0
9101,2022-09-30,4.5
9100,2022-09-30,2.0
9098,2022-09-30,279.0
9092,2022-09-30,342.0
9096,2022-09-30,304.0
9095,2022-09-30,650.0
9094,2022-09-30,77.0
9093,2022-09-30,137.0
9091,2022-09-30,270.0
9097,2022-09-30,200.0
9104,2022-10-01,300.0
9105,2022-10-01,496.5
9106,2022-10-01,11.0
9117,2022-10-03,300.0
9116,2022-10-03,290.0
9115,2022-10-03,43.0
9114,2022-10-03,265.0
9113,2022-10-03,426.0
9108,2022-10-03,381.0
9111,2022-10-03,158.0
9110,2022-10-03,270.0
9109,2022-10-03,135.0
9107,2022-10-03,174.0
9118,2022-10-03,240.0
9112,2022-10-03,265.0
9128,2022-10-04,380.0
9127,2022-10-04,111.0
9130,2022-10-04,26.0
9129,2022-10-04,40.0
9125,2022-10-04,282.0
9126,2022-10-04,150.0
9123,2022-10-04,50.0
9124,2022-10-04,556.0
9122,2022-10-04,120.0
9121,2022-10-04,93.0
9120,2022-10-04,80.0
9119,2022-10-04,450.0
9131,2022-10-05,113.0
9132,2022-10-05,284.2
9133,2022-10-05,395.0
9134,2022-10-05,520.0
9135,2022-10-05,314.0
9140,2022-10-06,331.0
9138,2022-10-06,90.0
9139,2022-10-06,217.0
9136,2022-10-06,400.0
9137,2022-10-06,192.0
9141,2022-10-07,450.0
9142,2022-10-07,37.0
9143,2022-10-07,242.2
9144,2022-10-07,229.0
9145,2022-10-08,65.0
9146,2022-10-08,183.0
9147,2022-10-08,450.0
9156,2022-10-10,65.0
9161,2022-10-10,80.0
9160,2022-10-10,450.0
9159,2022-10-10,55.0
9157,2022-10-10,45.0
9155,2022-10-10,320.0
9158,2022-10-10,216.0
9153,2022-10-10,373.0
9152,2022-10-10,172.0
9151,2022-10-10,59.0
9154,2022-10-10,126.0
9150,2022-10-10,420.0
9149,2022-10-10,27.0
9148,2022-10-10,320.0
9171,2022-10-11,120.0
9170,2022-10-11,120.0
9169,2022-10-11,300.0
9168,2022-10-11,350.0
9167,2022-10-11,58.0
9165,2022-10-11,341.0
9164,2022-10-11,263.0
9163,2022-10-11,330.0
9162,2022-10-11,600.0
9166,2022-10-11,1430.0
9178,2022-10-12,187.0
9179,2022-10-12,525.0
9180,2022-10-12,40.0
9177,2022-10-12,240.0
9173,2022-10-12,340.0
9175,2022-10-12,11.0
9174,2022-10-12,35.0
9172,2022-10-12,469.24
9176,2022-10-12,8.0
9181,2022-10-13,94.0
9182,2022-10-13,180.0
9183,2022-10-13,106.0
9184,2022-10-13,69.5
9185,2022-10-13,33.0
9186,2022-10-13,305.0
9187,2022-10-13,214.0
9188,2022-10-13,11.0
9194,2022-10-14,225.0
9195,2022-10-14,6.0
9193,2022-10-14,122.0
9189,2022-10-14,370.0
9191,2022-10-14,104.0
9192,2022-10-14,351.0
9190,2022-10-14,168.0
9196,2022-10-15,58.0
9197,2022-10-15,496.8
9198,2022-10-15,162.0
9199,2022-10-15,107.0
9200,2022-10-15,145.0
9201,2022-10-15,65.0
9202,2022-10-15,51.0
9208,2022-10-17,307.0
9211,2022-10-17,220.0
9210,2022-10-17,255.0
9209,2022-10-17,85.0
9207,2022-10-17,320.0
9206,2022-10-17,282.5
9205,2022-10-17,245.0
9204,2022-10-17,101.0
9203,2022-10-17,190.0
9212,2022-10-18,501.9
9213,2022-10-18,45.0
9214,2022-10-18,143.0
9215,2022-10-18,64.0
9216,2022-10-18,181.0
9217,2022-10-18,180.0
9218,2022-10-18,86.0
9225,2022-10-19,164.0
9224,2022-10-19,105.0
9226,2022-10-19,135.0
9223,2022-10-19,282.0
9221,2022-10-19,35.0
9220,2022-10-19,115.0
9219,2022-10-19,328.0
9222,2022-10-19,181.5
9227,2022-10-20,35.0
9228,2022-10-20,282.5
9229,2022-10-20,530.0
9230,2022-10-20,341.0
9231,2022-10-20,281.0
9232,2022-10-20,38.0
9233,2022-10-20,70.0
9239,2022-10-21,205.0
9237,2022-10-21,192.0
9238,2022-10-21,70.0
9235,2022-10-21,171.2
9234,2022-10-21,370.0
9236,2022-10-21,162.2
9240,2022-10-22,12.0
9241,2022-10-22,53.0
9242,2022-10-22,238.0
9243,2022-10-22,140.0
9249,2022-10-24,23.0
9248,2022-10-24,170.0
9247,2022-10-24,80.0
9245,2022-10-24,138.0
9244,2022-10-24,383.0
9246,2022-10-24,260.0
9256,2022-10-25,367.0
9258,2022-10-25,6.0
9257,2022-10-25,174.0
9255,2022-10-25,357.0
9252,2022-10-25,10.0
9253,2022-10-25,91.0
9254,2022-10-25,331.0
9251,2022-10-25,94.0
9250,2022-10-25,627.0
9259,2022-10-26,163.0
9260,2022-10-26,741.0
9261,2022-10-26,82.0
9262,2022-10-26,76.0
9263,2022-10-26,17.0
9264,2022-10-26,420.0
9265,2022-10-26,245.0
9275,2022-10-27,169.0
9274,2022-10-27,281.0
9273,2022-10-27,230.0
9272,2022-10-27,235.0
9271,2022-10-27,290.0
9267,2022-10-27,110.0
9269,2022-10-27,290.0
9268,2022-10-27,779.0
9266,2022-10-27,104.0
9270,2022-10-27,155.0
9282,2022-10-28,92.0
9285,2022-10-28,90.0
9283,2022-10-28,153.0
9281,2022-10-28,94.0
9284,2022-10-28,327.0
9279,2022-10-28,560.0
9278,2022-10-28,49.0
9277,2022-10-28,168.0
9280,2022-10-28,43.0
9276,2022-10-28,156.8
9291,2022-10-29,62.0
9289,2022-10-29,202.0
9290,2022-10-29,63.0
9287,2022-10-29,363.5
9286,2022-10-29,230.0
9288,2022-10-29,233.0
9292,2022-10-31,504.0
9293,2022-10-31,708.0
9294,2022-10-31,320.0
9295,2022-10-31,240.0
9303,2022-11-01,161.0
9305,2022-11-01,115.0
9306,2022-11-01,26.0
9304,2022-11-01,108.0
9302,2022-11-01,84.0
9297,2022-11-01,692.1
9300,2022-11-01,137.0
9299,2022-11-01,39.0
9298,2022-11-01,34.0
9296,2022-11-01,172.0
9301,2022-11-01,153.0
9307,2022-11-03,226.0
9308,2022-11-03,273.0
9309,2022-11-03,190.0
9310,2022-11-03,344.0
9311,2022-11-03,182.0
9312,2022-11-03,165.0
9316,2022-11-04,50.0
9315,2022-11-04,399.0
9317,2022-11-04,338.0
9313,2022-11-04,205.0
9314,2022-11-04,175.0
9318,2022-11-07,698.0
9319,2022-11-07,152.0
9320,2022-11-07,260.0
9321,2022-11-07,377.2
9322,2022-11-07,390.0
9323,2022-11-07,132.0
9324,2022-11-07,92.0
9325,2022-11-07,65.0
9326,2022-11-07,16.0
9333,2022-11-08,222.0
9332,2022-11-08,406.0
9331,2022-11-08,220.0
9329,2022-11-08,240.0
9328,2022-11-08,680.0
9327,2022-11-08,333.0
9330,2022-11-08,94.0
9334,2022-11-09,180.0
9335,2022-11-09,492.8
9336,2022-11-09,466.0
9337,2022-11-09,90.0
9338,2022-11-09,510.0
9339,2022-11-09,26.0
9345,2022-11-10,112.0
9348,2022-11-10,24.0
9346,2022-11-10,25.0
9344,2022-11-10,602.0
9347,2022-11-10,134.0
9342,2022-11-10,45.6
9341,2022-11-10,175.0
9340,2022-11-10,184.0
9343,2022-11-10,66.0
9349,2022-11-11,896.0
9350,2022-11-11,228.0
9351,2022-11-11,291.0
9352,2022-11-11,42.0
9353,2022-11-11,10.0
9361,2022-11-12,100.0
9360,2022-11-12,176.0
9359,2022-11-12,117.0
9358,2022-11-12,169.0
9355,2022-11-12,327.85
9356,2022-11-12,486.7
9354,2022-11-12,30.0
9357,2022-11-12,227.05
9368,2022-11-14,380.0
9371,2022-11-14,158.0
9370,2022-11-14,73.0
9369,2022-11-14,357.0
9367,2022-11-14,245.0
9362,2022-11-14,75.0
9365,2022-11-14,92.0
9364,2022-11-14,5.0
9363,2022-11-14,900.0
9366,2022-11-14,223.0
9378,2022-11-15,78.0
9372,2022-11-15,191.0
9373,2022-11-15,518.0
9374,2022-11-15,532.0
9375,2022-11-15,250.0
9376,2022-11-15,220.0
9377,2022-11-15,71.0
9381,2022-11-16,322.0
9380,2022-11-16,302.0
9379,2022-11-16,443.5
9382,2022-11-17,315.5
9383,2022-11-17,353.0
9384,2022-11-17,264.8
9385,2022-11-17,200.0
9386,2022-11-17,140.0
9387,2022-11-17,62.0
9388,2022-11-17,49.0
9389,2022-11-17,300.0
9390,2022-11-17,5.0
9399,2022-11-18,382.0
9397,2022-11-18,24.0
9396,2022-11-18,37.0
9395,2022-11-18,39.0
9398,2022-11-18,250.0
9393,2022-11-18,99.0
9392,2022-11-18,311.0
9391,2022-11-18,500.96
9394,2022-11-18,207.0
9408,2022-11-19,98.0
9407,2022-11-19,210.0
9406,2022-11-19,171.0
9404,2022-11-19,70.0
9405,2022-11-19,85.0
9402,2022-11-19,145.0
9401,2022-11-19,180.0
9400,2022-11-19,55.0
9403,2022-11-19,102.0
9418,2022-11-21,84.0
9423,2022-11-21,260.0
9422,2022-11-21,115.0
9421,2022-11-21,35.0
9420,2022-11-21,76.0
9419,2022-11-21,60.0
9417,2022-11-21,150.0
9409,2022-11-21,409.0
9415,2022-11-21,232.0
9414,2022-11-21,371.0
9413,2022-11-21,325.0
9412,2022-11-21,147.0
9411,2022-11-21,7.5
9410,2022-11-21,520.0
9416,2022-11-21,92.0
9428,2022-11-22,20.0
9426,2022-11-22,173.0
9427,2022-11-22,176.0
9424,2022-11-22,240.0
9425,2022-11-22,770.0
9429,2022-11-23,48.0
9430,2022-11-23,270.0
9431,2022-11-23,220.0
9432,2022-11-23,45.0
9433,2022-11-23,162.5
9434,2022-11-23,280.0
9435,2022-11-23,128.0
9441,2022-11-24,266.1
9442,2022-11-24,158.0
9440,2022-11-24,291.2
9443,2022-11-24,209.0
9438,2022-11-24,23.0
9437,2022-11-24,333.78
9436,2022-11-24,226.5
9439,2022-11-24,115.0
9454,2022-11-25,160.0
9453,2022-11-25,15.0
9452,2022-11-25,127.0
9451,2022-11-25,208.0
9450,2022-11-25,98.0
9448,2022-11-25,222.0
9447,2022-11-25,175.0
9446,2022-11-25,390.58
9445,2022-11-25,70.0
9444,2022-11-25,262.0
9449,2022-11-25,115.0
9459,2022-11-26,76.0
9458,2022-11-26,87.0
9457,2022-11-26,265.6
9456,2022-11-26,304.0
9455,2022-11-26,330.0
9465,2022-11-28,280.0
9464,2022-11-28,109.0
9463,2022-11-28,189.5
9466,2022-11-28,270.0
9461,2022-11-28,375.7
9460,2022-11-28,550.0
9462,2022-11-28,155.0
9467,2022-11-29,391.0
9468,2022-11-29,209.0
9469,2022-11-29,224.0
9470,2022-11-29,164.0
9471,2022-11-29,31.0
9477,2022-11-30,316.0
9479,2022-11-30,134.0
9478,2022-11-30,162.0
9476,2022-11-30,103.0
9472,2022-11-30,134.0
9474,2022-11-30,127.0
9473,2022-11-30,120.0
9475,2022-11-30,45.0
9480,2022-12-01,107.0
9481,2022-12-01,499.62
9482,2022-12-01,136.5
9483,2022-12-01,77.0
9484,2022-12-01,109.0
9485,2022-12-01,290.0
9486,2022-12-01,170.0
9487,2022-12-01,50.0
9494,2022-12-02,160.0
9493,2022-12-02,222.0
9492,2022-12-02,140.0
9491,2022-12-02,127.5
9489,2022-12-02,427.0
9488,2022-12-02,320.0
9490,2022-12-02,480.0
9495,2022-12-03,45.0
9496,2022-12-03,168.5
9497,2022-12-03,214.25
9498,2022-12-03,106.5
9499,2022-12-03,258.0
9500,2022-12-03,111.0
9501,2022-12-03,3.6
9509,2022-12-05,220.0
9511,2022-12-05,400.0
9510,2022-12-05,250.0
9507,2022-12-05,53.0
9508,2022-12-05,185.0
9505,2022-12-05,36.0
9506,2022-12-05,769.0
9504,2022-12-05,97.0
9503,2022-12-05,72.0
9502,2022-12-05,10.5
9512,2022-12-06,488.5
