auto,fecha,monto_recibido
4553,2020-10-28,540.0
4557,2020-10-29,364.0
4558,2020-10-29,70.0
4559,2020-10-29,224.0
4560,2020-10-29,43.0
4561,2020-10-29,54.0
4562,2020-10-29,101.0
4563,2020-10-29,18.0
4564,2020-10-29,880.0
4565,2020-10-29,206.0
4573,2020-10-30,450.0
4572,2020-10-30,25.0
4571,2020-10-30,430.0
4570,2020-10-30,40.0
4568,2020-10-30,130.0
4567,2020-10-30,286.5
4569,2020-10-30,443.0
4566,2020-10-30,700.0
4574,2020-10-31,775.0
4575,2020-11-03,759.0
4576,2020-11-03,1477.0
4577,2020-11-03,441.0
4578,2020-11-03,98.0
4579,2020-11-03,189.0
4580,2020-11-03,89.0
4581,2020-11-03,459.0
4582,2020-11-03,235.0
4583,2020-11-03,38.0
4584,2020-11-03,15.0
4588,2020-11-04,197.0
4587,2020-11-04,766.0
4585,2020-11-04,1530.0
4586,2020-11-04,45.0
4589,2020-11-05,1269.0
4590,2020-11-05,567.0
4591,2020-11-05,450.0
4592,2020-11-06,1010.0
4593,2020-11-06,126.0
4594,2020-11-06,210.0
4595,2020-11-06,450.0
4596,2020-11-06,350.0
4597,2020-11-06,233.0
4598,2020-11-06,15.0
4599,2020-11-06,20.0
4604,2020-11-07,13.0
4603,2020-11-07,652.0
4602,2020-11-07,190.0
4601,2020-11-07,303.0
4600,2020-11-07,510.0
4605,2020-11-09,177.0
4606,2020-11-09,230.0
4607,2020-11-09,600.0
4608,2020-11-09,220.0
4609,2020-11-09,398.0
4610,2020-11-09,276.0
4611,2020-11-09,434.0
4612,2020-11-09,64.0
4620,2020-11-10,275.0
4619,2020-11-10,185.0
4618,2020-11-10,87.0
4617,2020-11-10,427.0
4615,2020-11-10,486.0
4614,2020-11-10,580.0
4613,2020-11-10,780.0
4616,2020-11-10,141.0
4621,2020-11-11,60.0
4622,2020-11-11,1045.0
4623,2020-11-11,590.0
4624,2020-11-11,291.0
4625,2020-11-11,300.0
4626,2020-11-11,281.0
4627,2020-11-12,1000.0
4628,2020-11-12,215.0
4629,2020-11-12,338.0
4635,2020-11-13,175.0
4636,2020-11-13,4.0
4633,2020-11-13,830.0
4634,2020-11-13,20.0
4632,2020-11-13,910.0
4631,2020-11-13,310.0
4630,2020-11-13,600.0
4637,2020-11-14,227.0
4638,2020-11-14,196.0
4639,2020-11-14,204.0
4640,2020-11-14,72.0
4648,2020-11-16,200.0
4647,2020-11-16,484.0
4646,2020-11-16,120.0
4645,2020-11-16,36.0
4642,2020-11-16,24.0
4643,2020-11-16,188.0
4641,2020-11-16,1070.0
4644,2020-11-16,37.0
4653,2020-11-17,400.0
4652,2020-11-17,930.0
4649,2020-11-17,805.0
4650,2020-11-17,680.0
4651,2020-11-17,198.0
4654,2020-11-18,782.0
4655,2020-11-18,359.0
4656,2020-11-18,22.0
4657,2020-11-18,40.0
4658,2020-11-18,847.0
4659,2020-11-18,630.0
4660,2020-11-18,32.0
4665,2020-11-19,526.0
4667,2020-11-19,22.0
4666,2020-11-19,290.0
4664,2020-11-19,44.0
4663,2020-11-19,259.0
4662,2020-11-19,185.0
4661,2020-11-19,886.0
4668,2020-11-20,1460.0
4669,2020-11-20,1100.0
4670,2020-11-20,360.0
4671,2020-11-20,640.0
4672,2020-11-20,260.0
4673,2020-11-20,241.0
4674,2020-11-20,283.0
4675,2020-11-20,280.0
4676,2020-11-20,102.0
4677,2020-11-20,120.0
4684,2020-11-23,20.0
4683,2020-11-23,151.0
4682,2020-11-23,400.0
4679,2020-11-23,152.0
4680,2020-11-23,218.0
4678,2020-11-23,2040.0
4681,2020-11-23,460.0
4685,2020-11-24,801.0
4686,2020-11-24,860.0
4687,2020-11-24,180.0
4688,2020-11-24,209.0
4691,2020-11-25,202.0
4689,2020-11-25,309.0
4690,2020-11-25,222.0
4692,2020-11-25,290.0
4698,2020-11-26,580.0
4699,2020-11-26,191.0
4697,2020-11-26,20.0
4696,2020-11-26,640.0
4695,2020-11-26,490.0
4694,2020-11-26,925.0
4693,2020-11-26,480.0
4700,2020-11-27,66.0
4701,2020-11-27,610.0
4702,2020-11-27,800.0
4703,2020-11-27,620.0
4704,2020-11-27,180.0
4705,2020-11-27,180.0
4711,2020-11-28,15.0
4710,2020-11-28,225.0
4709,2020-11-28,139.0
4706,2020-11-28,115.0
4707,2020-11-28,140.0
4708,2020-11-28,104.0
4717,2020-11-30,240.0
4719,2020-11-30,190.0
4718,2020-11-30,450.0
4716,2020-11-30,480.0
4713,2020-11-30,342.0
4714,2020-11-30,426.0
4712,2020-11-30,750.0
4715,2020-11-30,93.0
4720,2020-12-01,1070.0
4721,2020-12-01,132.0
4722,2020-12-01,650.0
4723,2020-12-01,490.0
4724,2020-12-01,161.0
4725,2020-12-01,110.0
4733,2020-12-02,610.0
4736,2020-12-02,55.0
4735,2020-12-02,6.0
4734,2020-12-02,121.0
4732,2020-12-02,17.0
4726,2020-12-02,150.0
4730,2020-12-02,133.0
4729,2020-12-02,890.0
4728,2020-12-02,1046.0
4727,2020-12-02,1386.0
4731,2020-12-02,679.0
4745,2020-12-03,180.0
4743,2020-12-03,985.0
4742,2020-12-03,85.0
4741,2020-12-03,225.0
4744,2020-12-03,347.0
4739,2020-12-03,300.0
4738,2020-12-03,551.0
4737,2020-12-03,1200.0
4740,2020-12-03,77.0
4746,2020-12-04,411.0
4747,2020-12-04,390.0
4748,2020-12-04,340.0
4749,2020-12-04,90.0
4750,2020-12-04,380.0
4751,2020-12-05,85.0
4752,2020-12-05,62.0
4758,2020-12-07,420.0
4761,2020-12-07,104.0
4760,2020-12-07,241.0
4757,2020-12-07,103.0
4759,2020-12-07,390.0
4755,2020-12-07,769.0
4753,2020-12-07,360.0
4756,2020-12-07,190.0
4754,2020-12-07,312.0
4762,2020-12-08,1100.0
4763,2020-12-08,243.0
4764,2020-12-08,55.0
4765,2020-12-08,15.0
4766,2020-12-08,660.0
4767,2020-12-08,700.0
4768,2020-12-08,320.0
4769,2020-12-08,405.0
4770,2020-12-08,122.0
4775,2020-12-09,455.0
4776,2020-12-09,212.0
4774,2020-12-09,480.0
4772,2020-12-09,950.0
4771,2020-12-09,389.0
4773,2020-12-09,503.0
4782,2020-12-10,75.0
4777,2020-12-10,53.0
4778,2020-12-10,840.0
4779,2020-12-10,1007.0
4780,2020-12-10,520.0
4781,2020-12-10,208.0
4783,2020-12-10,45.0
4784,2020-12-11,780.0
4785,2020-12-11,68.0
4786,2020-12-11,421.0
4787,2020-12-11,140.0
4788,2020-12-11,72.0
4792,2020-12-12,4.0
4793,2020-12-12,44.0
4790,2020-12-12,430.0
4789,2020-12-12,223.0
4791,2020-12-12,309.0
4794,2020-12-14,1040.0
4795,2020-12-14,260.0
4796,2020-12-14,170.0
4797,2020-12-14,580.0
4798,2020-12-14,473.0
4799,2020-12-14,830.0
4800,2020-12-14,50.0
4806,2020-12-15,707.0
4805,2020-12-15,260.0
4804,2020-12-15,380.0
4807,2020-12-15,740.0
4802,2020-12-15,664.0
4801,2020-12-15,588.0
4803,2020-12-15,630.0
4808,2020-12-16,670.0
4809,2020-12-16,60.0
4810,2020-12-16,123.0
4811,2020-12-16,3030.0
4812,2020-12-16,9.0
4816,2020-12-17,520.0
4815,2020-12-17,120.0
4813,2020-12-17,541.0
4814,2020-12-17,520.0
4817,2020-12-18,1127.0
4818,2020-12-18,89.0
4819,2020-12-18,128.0
4823,2020-12-21,416.0
4824,2020-12-21,370.0
4825,2020-12-21,490.0
4822,2020-12-21,581.0
4820,2020-12-21,940.0
4821,2020-12-21,643.0
4826,2020-12-22,530.0
4827,2020-12-22,988.0
4828,2020-12-22,53.0
4829,2020-12-22,460.0
4830,2020-12-22,390.0
4831,2020-12-22,970.0
4832,2020-12-22,380.0
4833,2020-12-22,70.0
4834,2020-12-22,113.0
4844,2020-12-23,1440.0
4843,2020-12-23,411.0
4842,2020-12-23,1220.0
4840,2020-12-23,743.0
4841,2020-12-23,266.0
4838,2020-12-23,135.0
4837,2020-12-23,118.0
4836,2020-12-23,534.0
4835,2020-12-23,260.0
4839,2020-12-23,73.0
4850,2020-12-24,30.0
4849,2020-12-24,303.0
4848,2020-12-24,526.0
4846,2020-12-24,28.0
4845,2020-12-24,1040.0
4847,2020-12-24,290.0
4851,2020-12-26,14.0
4852,2020-12-26,509.0
4859,2020-12-28,715.0
4861,2020-12-28,322.0
4860,2020-12-28,185.0
4858,2020-12-28,900.0
4857,2020-12-28,444.0
4856,2020-12-28,1260.0
4855,2020-12-28,980.0
4854,2020-12-28,350.0
4853,2020-12-28,317.0
4862,2020-12-29,761.0
4863,2020-12-29,399.0
4864,2020-12-29,129.0
4865,2020-12-29,801.0
4866,2020-12-29,571.0
4867,2020-12-30,1110.0
4868,2020-12-30,660.0
4869,2020-12-30,641.0
4870,2020-12-30,72.0
4872,2020-12-31,56.0
4873,2020-12-31,40.0
4871,2020-12-31,930.0
4881,2021-01-04,318.0
4874,2021-01-04,301.0
4875,2021-01-04,240.0
4876,2021-01-04,935.0
4877,2021-01-04,357.0
4878,2021-01-04,320.0
4879,2021-01-04,86.0
4880,2021-01-04,424.0
4882,2021-01-04,460.0
4883,2021-01-04,349.0
4884,2021-01-04,9.0
4892,2021-01-05,194.0
4891,2021-01-05,920.0
4894,2021-01-05,121.0
4893,2021-01-05,1923.0
4890,2021-01-05,159.0
4887,2021-01-05,741.5
4888,2021-01-05,96.0
4889,2021-01-05,1149.0
4885,2021-01-05,1085.0
4886,2021-01-05,912.5
4895,2021-01-06,740.0
4896,2021-01-06,260.0
4897,2021-01-06,2250.0
4898,2021-01-06,612.0
4899,2021-01-06,430.0
4900,2021-01-06,212.0
4910,2021-01-07,5.0
4909,2021-01-07,130.0
4908,2021-01-07,123.0
4907,2021-01-07,570.0
4906,2021-01-07,53.0
4904,2021-01-07,1400.0
4903,2021-01-07,1560.0
4902,2021-01-07,340.0
4901,2021-01-07,88.0
4905,2021-01-07,60.0
4916,2021-01-08,290.0
4918,2021-01-08,1200.0
4917,2021-01-08,185.0
4915,2021-01-08,220.0
4919,2021-01-08,10.0
4913,2021-01-08,16.0
4912,2021-01-08,317.0
4911,2021-01-08,399.0
4914,2021-01-08,256.0
4921,2021-01-09,8000.0
4920,2021-01-09,323.0
4922,2021-01-11,260.0
4923,2021-01-11,1498.0
4924,2021-01-11,88.0
4925,2021-01-11,3.0
4926,2021-01-11,315.0
4927,2021-01-11,162.0
4928,2021-01-11,440.0
4929,2021-01-11,15.0
4930,2021-01-11,90.0
4934,2021-01-13,240.0
4936,2021-01-13,86.0
4935,2021-01-13,420.0
4932,2021-01-13,628.0
4931,2021-01-13,351.0
4933,2021-01-13,341.0
4937,2021-01-14,422.0
4938,2021-01-14,264.0
4939,2021-01-14,2290.0
4940,2021-01-14,770.0
4941,2021-01-14,1120.0
4942,2021-01-14,43.0
4943,2021-01-15,2330.0
4944,2021-01-15,606.0
4945,2021-01-15,292.0
4946,2021-01-15,210.0
4947,2021-01-15,347.0
4950,2021-01-16,20.0
4948,2021-01-16,271.0
4949,2021-01-16,416.0
4951,2021-01-18,150.0
4952,2021-01-18,771.0
4953,2021-01-18,424.0
4954,2021-01-18,209.0
4955,2021-01-18,390.0
4956,2021-01-18,656.0
4957,2021-01-18,160.0
4964,2021-01-19,160.0
4963,2021-01-19,450.0
4962,2021-01-19,783.0
4958,2021-01-19,358.0
4960,2021-01-19,480.0
4959,2021-01-19,61.0
4961,2021-01-19,1385.0
4969,2021-01-20,402.0
4970,2021-01-20,121.0
4968,2021-01-20,134.0
4965,2021-01-20,1025.0
4966,2021-01-20,120.0
4967,2021-01-20,374.0
4971,2021-01-21,208.0
4972,2021-01-21,233.0
4973,2021-01-21,7.0
4974,2021-01-21,210.0
4975,2021-01-21,870.0
4976,2021-01-21,360.0
4977,2021-01-21,82.0
4978,2021-01-21,110.0
4982,2021-01-22,45.0
4981,2021-01-22,700.0
4979,2021-01-22,160.0
4980,2021-01-22,130.0
4983,2021-01-23,596.0
4984,2021-01-23,352.0
4985,2021-01-23,108.0
4986,2021-01-23,150.0
4987,2021-01-23,386.0
4988,2021-01-23,140.0
4989,2021-01-23,7.0
4995,2021-01-25,283.0
5000,2021-01-25,47.0
4999,2021-01-25,335.0
4998,2021-01-25,291.0
4997,2021-01-25,474.0
4996,2021-01-25,413.0
4992,2021-01-25,950.0
4993,2021-01-25,1031.0
4991,2021-01-25,800.0
4990,2021-01-25,890.0
4994,2021-01-25,1454.0
5006,2021-01-26,348.0
5007,2021-01-26,429.0
5005,2021-01-26,595.0
5008,2021-01-26,470.0
5003,2021-01-26,250.0
5002,2021-01-26,51.0
5001,2021-01-26,239.5
5004,2021-01-26,428.0
5009,2021-01-26,120.0
5011,2021-01-27,377.0
5015,2021-01-27,96.0
5014,2021-01-27,535.0
5010,2021-01-27,700.0
5012,2021-01-27,125.0
5013,2021-01-27,950.0
5016,2021-01-28,302.0
5017,2021-01-28,224.0
5018,2021-01-28,390.0
5019,2021-01-28,935.0
5020,2021-01-28,81.0
5028,2021-01-29,80.0
5027,2021-01-29,221.0
5026,2021-01-29,520.0
5025,2021-01-29,4.0
5029,2021-01-29,248.0
5023,2021-01-29,220.0
5022,2021-01-29,260.0
5021,2021-01-29,1050.0
5024,2021-01-29,492.0
5034,2021-01-30,24.0
5033,2021-01-30,276.0
5035,2021-01-30,91.0
5031,2021-01-30,108.0
5030,2021-01-30,280.0
5032,2021-01-30,18.5
5036,2021-02-01,930.0
5037,2021-02-01,108.0
5038,2021-02-01,3870.0
5039,2021-02-01,615.0
5040,2021-02-01,83.0
5041,2021-02-01,530.0
5047,2021-02-02,82.0
5048,2021-02-02,309.0
5046,2021-02-02,240.0
5042,2021-02-02,275.0
5044,2021-02-02,652.0
5043,2021-02-02,1270.0
5045,2021-02-02,261.0
5049,2021-02-03,550.0
5050,2021-02-03,441.0
5051,2021-02-03,16.0
5052,2021-02-04,585.0
5053,2021-02-04,250.0
5054,2021-02-04,220.0
5055,2021-02-04,118.0
5056,2021-02-04,100.0
5057,2021-02-04,180.0
5061,2021-02-05,195.0
5060,2021-02-05,138.0
5058,2021-02-05,460.0
5059,2021-02-05,672.0
5062,2021-02-06,412.0
5063,2021-02-06,319.0
5064,2021-02-06,128.0
5070,2021-02-08,303.0
5065,2021-02-08,850.0
5066,2021-02-08,270.0
5067,2021-02-08,356.0
5068,2021-02-08,1205.0
5069,2021-02-08,35.0
5071,2021-02-08,150.0
5076,2021-02-09,230.0
5074,2021-02-09,277.0
5075,2021-02-09,69.0
5072,2021-02-09,997.0
5073,2021-02-09,150.0
5077,2021-02-10,285.0
5078,2021-02-10,35.0
5079,2021-02-10,390.0
5080,2021-02-10,770.0
5081,2021-02-10,310.0
5082,2021-02-10,184.0
5083,2021-02-10,29.0
5090,2021-02-11,102.0
5089,2021-02-11,25.0
5087,2021-02-11,84.0
5088,2021-02-11,50.0
5085,2021-02-11,192.0
5084,2021-02-11,710.0
5086,2021-02-11,560.0
5091,2021-02-12,458.0
5092,2021-02-12,11.0
5093,2021-02-12,300.0
5094,2021-02-12,130.0
5095,2021-02-12,120.0
5096,2021-02-13,349.0
5097,2021-02-13,93.0
5098,2021-02-13,201.0
5099,2021-02-13,455.0
5105,2021-02-17,128.5
5107,2021-02-17,146.0
5104,2021-02-17,460.0
5106,2021-02-17,176.0
5102,2021-02-17,421.0
5100,2021-02-17,282.0
5103,2021-02-17,150.0
5101,2021-02-17,770.0
5108,2021-02-18,220.0
5109,2021-02-18,240.0
5110,2021-02-18,340.0
5111,2021-02-18,82.0
5113,2021-02-18,56.0
5114,2021-02-18,54.0
5112,2021-02-18,185.0
5115,2021-02-19,300.0
5116,2021-02-19,900.0
5117,2021-02-19,500.0
5118,2021-02-19,230.0
5119,2021-02-19,250.0
5123,2021-02-20,78.0
5124,2021-02-20,118.0
5121,2021-02-20,329.0
5120,2021-02-20,87.0
5122,2021-02-20,121.0
5125,2021-02-22,781.0
5126,2021-02-22,42.0
5127,2021-02-22,732.0
5128,2021-02-22,450.0
5129,2021-02-22,86.0
5130,2021-02-22,69.0
5131,2021-02-23,1232.0
5132,2021-02-23,443.0
5133,2021-02-23,200.0
5134,2021-02-23,180.0
5140,2021-02-24,20.0
5142,2021-02-24,77.0
5141,2021-02-24,100.0
5139,2021-02-24,290.0
5136,2021-02-24,220.0
5137,2021-02-24,1200.0
5135,2021-02-24,750.0
5138,2021-02-24,56.0
5143,2021-02-25,180.0
5144,2021-02-25,15.0
5145,2021-02-25,470.0
5146,2021-02-25,140.0
5147,2021-02-25,149.0
5148,2021-02-25,96.0
5149,2021-02-25,4.0
5150,2021-02-26,1100.0
5151,2021-02-26,330.0
5158,2021-03-01,75.0
5157,2021-03-01,423.0
5156,2021-03-01,310.0
5155,2021-03-01,141.0
5153,2021-03-01,314.0
5152,2021-03-01,1080.0
5154,2021-03-01,49.0
5159,2021-03-02,560.0
5160,2021-03-02,445.0
5161,2021-03-02,355.0
5162,2021-03-02,1265.0
5163,2021-03-02,223.0
5164,2021-03-02,125.0
5165,2021-03-02,113.0
5166,2021-03-02,16.0
5170,2021-03-03,112.0
5171,2021-03-03,80.0
5169,2021-03-03,210.0
5167,2021-03-03,360.0
5168,2021-03-03,138.0
5172,2021-03-04,55.0
5173,2021-03-04,100.5
5174,2021-03-04,146.0
5175,2021-03-04,460.0
5176,2021-03-04,180.0
5177,2021-03-04,20.0
5178,2021-03-04,205.0
5179,2021-03-04,19.0
5191,2021-03-05,194.0
5190,2021-03-05,105.0
5189,2021-03-05,167.0
5188,2021-03-05,111.0
5187,2021-03-05,196.0
5186,2021-03-05,216.0
5184,2021-03-05,99.0
5183,2021-03-05,260.0
5182,2021-03-05,105.0
5181,2021-03-05,380.0
5180,2021-03-05,319.0
5185,2021-03-05,144.0
5192,2021-03-06,584.0
5193,2021-03-06,97.0
5194,2021-03-06,250.0
5195,2021-03-06,413.0
5202,2021-03-08,920.0
5203,2021-03-08,283.0
5200,2021-03-08,76.0
5201,2021-03-08,290.0
5198,2021-03-08,670.0
5196,2021-03-08,820.0
5199,2021-03-08,92.0
5197,2021-03-08,60.0
5204,2021-03-09,1470.0
5205,2021-03-09,220.0
5206,2021-03-09,202.0
5207,2021-03-09,184.0
5208,2021-03-09,30.0
5209,2021-03-09,808.0
5210,2021-03-09,73.0
5211,2021-03-09,265.0
5212,2021-03-09,466.0
5213,2021-03-09,140.0
5218,2021-03-10,320.0
5219,2021-03-10,165.0
5217,2021-03-10,40.0
5215,2021-03-10,299.0
5214,2021-03-10,310.0
5216,2021-03-10,1075.0
5220,2021-03-11,520.0
5221,2021-03-11,173.0
5222,2021-03-11,15.0
5223,2021-03-11,360.0
5224,2021-03-11,110.0
5230,2021-03-12,217.0
5231,2021-03-12,110.0
5229,2021-03-12,412.0
5232,2021-03-12,110.0
5227,2021-03-12,20.0
5226,2021-03-12,83.0
5225,2021-03-12,85.0
5228,2021-03-12,230.0
5236,2021-03-13,48.0
5235,2021-03-13,159.0
5233,2021-03-13,208.0
5234,2021-03-13,98.0
5237,2021-03-15,890.0
5238,2021-03-15,185.0
5239,2021-03-15,167.0
5240,2021-03-15,636.0
5241,2021-03-15,190.0
5242,2021-03-15,586.0
5243,2021-03-15,52.0
5250,2021-03-16,81.0
5252,2021-03-16,60.0
5251,2021-03-16,604.0
5249,2021-03-16,227.0
5247,2021-03-16,250.0
5246,2021-03-16,650.0
5245,2021-03-16,70.0
5244,2021-03-16,505.0
5248,2021-03-16,435.0
5253,2021-03-17,960.0
5254,2021-03-17,325.0
5255,2021-03-17,552.0
5256,2021-03-17,225.0
5261,2021-03-18,155.0
5262,2021-03-18,470.0
5260,2021-03-18,72.0
5263,2021-03-18,180.0
5258,2021-03-18,267.0
5257,2021-03-18,339.0
5259,2021-03-18,227.0
5265,2021-03-19,65.0
5264,2021-03-19,300.0
5266,2021-03-20,465.0
5267,2021-03-20,150.0
5268,2021-03-20,100.0
5269,2021-03-20,30.0
5270,2021-03-20,60.0
5271,2021-03-22,531.0
5272,2021-03-22,575.0
5273,2021-03-22,195.0
5274,2021-03-22,250.0
5275,2021-03-22,450.0
5276,2021-03-22,63.0
5281,2021-03-23,235.0
5279,2021-03-23,320.0
5280,2021-03-23,480.0
5277,2021-03-23,363.0
5278,2021-03-23,400.0
5282,2021-03-24,364.0
5283,2021-03-24,672.0
5284,2021-03-24,420.0
5285,2021-03-24,280.0
5286,2021-03-24,109.0
5287,2021-03-24,148.0
5293,2021-03-25,35.0
5288,2021-03-25,744.0
5289,2021-03-25,205.0
5290,2021-03-25,476.0
5291,2021-03-25,20.0
5292,2021-03-25,10.0
5296,2021-03-26,310.0
5297,2021-03-26,107.0
5294,2021-03-26,366.0
5295,2021-03-26,345.0
5298,2021-03-27,152.0
5299,2021-03-27,162.0
5300,2021-03-27,640.0
5301,2021-03-27,192.0
5311,2021-03-29,375.0
5310,2021-03-29,75.0
5309,2021-03-29,55.0
5308,2021-03-29,44.5
5307,2021-03-29,34.0
5305,2021-03-29,145.0
5304,2021-03-29,520.0
5303,2021-03-29,623.0
5302,2021-03-29,168.0
5306,2021-03-29,175.0
5318,2021-03-30,981.0
5320,2021-03-30,391.0
5319,2021-03-30,413.0
5317,2021-03-30,280.0
5312,2021-03-30,305.0
5315,2021-03-30,95.0
5314,2021-03-30,600.0
5313,2021-03-30,978.0
5316,2021-03-30,39.0
5321,2021-03-31,253.0
5322,2021-03-31,302.0
5323,2021-03-31,81.0
5324,2021-03-31,48.0
5325,2021-03-31,390.0
5326,2021-03-31,760.0
5332,2021-04-01,405.0
5331,2021-04-01,170.0
5330,2021-04-01,364.0
5329,2021-04-01,1020.0
5328,2021-04-01,310.0
5327,2021-04-01,101.0
5333,2021-04-03,13.0
5334,2021-04-03,56.0
5335,2021-04-03,402.0
5336,2021-04-03,578.0
5337,2021-04-03,10.0
5338,2021-04-03,58.0
5339,2021-04-03,137.0
5340,2021-04-03,86.0
5341,2021-04-03,8.0
5350,2021-04-05,85.0
5349,2021-04-05,280.0
5348,2021-04-05,124.0
5347,2021-04-05,40.0
5343,2021-04-05,424.0
5345,2021-04-05,37.0
5344,2021-04-05,396.0
5342,2021-04-05,663.0
5346,2021-04-05,416.5
5358,2021-04-06,170.0
5363,2021-04-06,16.0
5361,2021-04-06,240.0
5360,2021-04-06,521.0
5359,2021-04-06,270.0
5357,2021-04-06,705.0
5362,2021-04-06,3.5
5355,2021-04-06,545.0
5354,2021-04-06,717.0
5353,2021-04-06,420.0
5352,2021-04-06,361.0
5356,2021-04-06,1720.0
5351,2021-04-06,310.0
5375,2021-04-07,77.0
5374,2021-04-07,58.0
5373,2021-04-07,39.0
5372,2021-04-07,190.0
5371,2021-04-07,289.0
5370,2021-04-07,50.0
5376,2021-04-07,135.0
5368,2021-04-07,140.0
5367,2021-04-07,400.0
5366,2021-04-07,1140.0
5365,2021-04-07,580.0
5364,2021-04-07,380.0
5369,2021-04-07,1228.0
5385,2021-04-08,35.0
5384,2021-04-08,135.0
5383,2021-04-08,185.0
5381,2021-04-08,440.0
5382,2021-04-08,180.0
5379,2021-04-08,475.0
5378,2021-04-08,153.0
5377,2021-04-08,700.0
5380,2021-04-08,8.0
5393,2021-04-09,305.0
5386,2021-04-09,216.0
5387,2021-04-09,330.0
5388,2021-04-09,324.0
5389,2021-04-09,84.0
5390,2021-04-09,248.0
5391,2021-04-09,500.0
5392,2021-04-09,160.0
5396,2021-04-10,170.0
5394,2021-04-10,333.0
5395,2021-04-10,91.0
5404,2021-04-12,235.0
5397,2021-04-12,362.0
5398,2021-04-12,235.0
5399,2021-04-12,375.0
5400,2021-04-12,207.0
5401,2021-04-12,150.0
5402,2021-04-12,147.0
5403,2021-04-12,188.0
5405,2021-04-12,155.0
5417,2021-04-13,445.0
5418,2021-04-13,3.5
5411,2021-04-13,380.0
5420,2021-04-13,24.0
5421,2021-04-13,107.0
5416,2021-04-13,62.0
5419,2021-04-13,167.0
5415,2021-04-13,83.0
5409,2021-04-13,145.0
5413,2021-04-13,303.0
5412,2021-04-13,130.0
5410,2021-04-13,374.0
5422,2021-04-13,76.0
5408,2021-04-13,54.0
5407,2021-04-13,56.0
5406,2021-04-13,1460.0
5414,2021-04-13,62.0
5431,2021-04-14,380.0
5425,2021-04-14,280.0
5430,2021-04-14,80.0
5432,2021-04-14,138.0
5429,2021-04-14,49.0
5424,2021-04-14,620.0
5427,2021-04-14,56.0
5426,2021-04-14,58.0
5423,2021-04-14,470.0
5428,2021-04-14,176.0
5441,2021-04-15,171.0
5439,2021-04-15,30.0
5438,2021-04-15,471.0
5437,2021-04-15,270.0
5440,2021-04-15,138.0
5435,2021-04-15,68.0
5434,2021-04-15,300.0
5433,2021-04-15,910.0
5436,2021-04-15,245.0
5451,2021-04-16,75.0
5442,2021-04-16,20.0
5443,2021-04-16,180.0
5444,2021-04-16,340.0
5445,2021-04-16,162.0
5446,2021-04-16,420.0
5447,2021-04-16,134.0
5448,2021-04-16,200.0
5449,2021-04-16,150.0
5450,2021-04-16,353.0
5453,2021-04-17,230.0
5454,2021-04-17,15.0
5452,2021-04-17,160.0
5462,2021-04-19,115.0
5457,2021-04-19,245.0
5461,2021-04-19,86.0
5463,2021-04-19,22.0
5460,2021-04-19,190.0
5455,2021-04-19,960.0
5458,2021-04-19,123.0
5456,2021-04-19,540.0
5459,2021-04-19,700.0
5464,2021-04-20,900.0
5465,2021-04-20,62.0
5466,2021-04-20,340.0
5467,2021-04-20,221.0
5468,2021-04-20,131.0
5469,2021-04-20,240.0
5470,2021-04-20,108.0
5471,2021-04-20,232.0
5472,2021-04-20,10.0
5473,2021-04-20,76.0
5479,2021-04-21,98.0
5478,2021-04-21,170.0
5477,2021-04-21,400.0
5476,2021-04-21,93.0
5475,2021-04-21,500.0
5474,2021-04-21,1005.0
5480,2021-04-22,656.0
5481,2021-04-22,990.0
5482,2021-04-22,64.0
5483,2021-04-22,420.0
5484,2021-04-22,350.0
5485,2021-04-22,134.0
5486,2021-04-22,540.0
5487,2021-04-22,2.0
5495,2021-04-23,102.0
5494,2021-04-23,217.0
5493,2021-04-23,71.0
5492,2021-04-23,503.0
5489,2021-04-23,30.0
5490,2021-04-23,420.0
5488,2021-04-23,550.0
5491,2021-04-23,68.0
5496,2021-04-24,225.0
5497,2021-04-24,60.0
5498,2021-04-24,194.0
5499,2021-04-24,188.0
5500,2021-04-24,2.0
5501,2021-04-24,231.0
5502,2021-04-24,122.0
5512,2021-04-26,33.0
5511,2021-04-26,105.0
5510,2021-04-26,144.0
5509,2021-04-26,280.0
5508,2021-04-26,934.0
5505,2021-04-26,185.0
5506,2021-04-26,671.0
5504,2021-04-26,414.0
5503,2021-04-26,25.0
5507,2021-04-26,780.0
5519,2021-04-27,220.0
5522,2021-04-27,130.0
5523,2021-04-27,2.0
5520,2021-04-27,462.0
5518,2021-04-27,222.0
5521,2021-04-27,128.0
5516,2021-04-27,128.0
5515,2021-04-27,3.0
5514,2021-04-27,540.0
5513,2021-04-27,580.0
5517,2021-04-27,69.0
5534,2021-04-28,110.0
5532,2021-04-28,393.0
5531,2021-04-28,21.0
5530,2021-04-28,92.0
5529,2021-04-28,14.0
5533,2021-04-28,275.0
5527,2021-04-28,145.0
5526,2021-04-28,551.0
5525,2021-04-28,250.0
5524,2021-04-28,680.0
5528,2021-04-28,30.0
5545,2021-04-29,32.0
5544,2021-04-29,135.0
5543,2021-04-29,310.0
5542,2021-04-29,73.0
5541,2021-04-29,87.0
5538,2021-04-29,735.0
5539,2021-04-29,115.0
5537,2021-04-29,210.0
5536,2021-04-29,330.0
5535,2021-04-29,450.0
5540,2021-04-29,264.0
5551,2021-04-30,250.0
5549,2021-04-30,83.0
5550,2021-04-30,711.0
5547,2021-04-30,320.0
