fecha,real,prediccion
2025-04-16,2360.1666666666665,2722.9074119772376
2025-04-17,2373.0625,2722.907759462658
2025-04-18,2385.9583333333335,2722.908079008005
2025-04-19,2398.8541666666665,2722.908372859843
2025-04-20,2411.75,2722.908643084095
2025-04-21,2424.6458333333335,2722.908891580571
2025-04-22,2437.5416666666665,2722.9091200963258
2025-04-23,2450.4375,2722.909330237938
2025-04-24,2463.3333333333335,2722.909523482807
2025-04-25,2476.2291666666665,2722.90970118954
2025-04-26,2489.125,2722.909864607504
2025-04-27,2502.0208333333335,2722.9100148856082
2025-04-28,2514.9166666666665,2722.9101530803823
2025-04-29,2527.8125,2722.9102801634035
2025-04-30,2540.7083333333335,2722.9103970281294
2025-05-01,2553.6041666666665,2722.910504496176
2025-05-02,2566.5,2722.910603323098
2025-05-03,2345.5,2722.910694203697
2025-05-04,530.0,2722.9107777769086
2025-05-05,2391.0,2722.910854630294
2025-05-06,1507.5,2722.910925304171
2025-05-07,1203.5,2722.910990295412
2025-05-08,1306.5,2722.911050060937
2025-05-09,1364.8958333333333,2722.9111050209285
2025-05-10,1423.2916666666667,2722.911155561781
2025-05-11,1481.6875,2722.9112020388225
2025-05-12,1540.0833333333333,2722.91124477881
2025-05-13,1598.4791666666667,2722.9112840822263
2025-05-14,1656.875,2722.911320225394
2025-05-15,1715.2708333333335,2722.9113534624175
2025-05-16,1773.6666666666667,2722.9113840269697
2025-05-17,1832.0625,2722.9114121339344
2025-05-18,1890.4583333333335,2722.911437980918
2025-05-19,1948.8541666666667,2722.9114617496366
2025-05-20,2007.25,2722.911483607197
2025-05-21,2065.6458333333335,2722.9115037072684
2025-05-22,2124.041666666667,2722.9115221911643
2025-05-23,2182.4375,2722.9115391888354
2025-05-24,2240.8333333333335,2722.9115548197838
2025-05-25,2299.229166666667,2722.9115691939032
2025-05-26,2357.625,2722.9115824122505
2025-05-27,2416.0208333333335,2722.911594567757
2025-05-28,2474.416666666667,2722.9116057458828
2025-05-29,2532.8125,2722.9116160252147
2025-05-30,2591.2083333333335,2722.911625478022
2025-05-31,2649.604166666667,2722.9116341707627
2025-06-01,2708.0,2722.911642164551
2025-06-02,1040.0,2722.9116495155868
2025-06-03,2045.5,2722.9116562755516
2025-06-04,2752.0,2722.911662491972
2025-06-05,3458.5,2722.911668208552
2025-06-06,2606.5,2722.9116734654817
2025-06-07,2563.0,2722.9116782997207
2025-06-08,2519.5,2722.911682745256
2025-06-09,2476.0,2722.911686833341
2025-06-10,2432.5,2722.911690592717
2025-06-11,2389.0,2722.9116940498157
2025-06-12,2345.5,2722.911697228941
2025-06-13,2302.0,2722.9117001524446
2025-06-14,2258.5,2722.911702840879
2025-06-15,2215.0,2722.9117053131463
2025-06-16,2171.5,2722.911707586627
2025-06-17,2128.0,2722.9117096773057
2025-06-18,2084.5,2722.9117115998797
2025-06-19,2041.0,2722.911713367867
2025-06-20,1997.5,2722.911714993696
2025-06-21,1954.0,2722.9117164887984
2025-06-22,1910.5,2722.9117178636848
2025-06-23,1867.0,2722.911719128021
2025-06-24,1823.5,2722.911720290697
2025-06-25,1780.0,2722.911721359886
2025-06-26,1736.5,2722.9117223431053
2025-06-27,1693.0,2722.9117232472677
2025-06-28,1649.5,2722.9117240787295
2025-06-29,1606.0,2722.9117248433363
2025-06-30,1562.5,2722.9117255464635
2025-07-01,1519.0,2722.911726193055
2025-07-02,1695.0,2722.9117267876563
2025-07-03,1974.0,2722.911727334448
2025-07-04,2934.0,2722.911727837274
2025-07-05,752.0,2722.91172829967
2025-07-06,1592.0,2722.9117287248855
2025-07-07,2432.0,2722.9117291159114
2025-07-08,2415.16,2722.9117294754965
2025-07-09,2398.32,2722.9117298061683
2025-07-10,2381.48,2722.911730110252
2025-07-11,2364.64,2722.9117303898856
2025-07-12,2347.8,2722.9117306470343
2025-07-13,2330.96,2722.911730883507
2025-07-14,2314.12,2722.911731100966
2025-07-15,2297.28,2722.9117313009397
2025-07-16,2280.44,2722.911731484834
2025-07-17,2263.6,2722.9117316539423
2025-07-18,2246.76,2722.911731809453
2025-07-19,2229.92,2722.91173195246
2025-07-20,2213.08,2722.9117320839678
2025-07-21,2196.24,2722.911732204902
2025-07-22,2179.4,2722.9117323161117
2025-07-23,2162.56,2722.91173241838
2025-07-24,2145.7200000000003,2722.911732512425
2025-07-25,2128.88,2722.911732598908
2025-07-26,2112.04,2722.9117326784376
2025-07-27,2095.2,2722.9117327515723
2025-07-28,2078.36,2722.9117328188263
2025-07-29,2061.52,2722.9117328806733
2025-07-30,2044.68,2722.9117329375467
2025-07-31,2027.8400000000001,2722.9117329898477
2025-08-01,2011.0,2722.9117330379427
2025-08-02,3241.0,2722.911733082171
2025-08-03,1287.0,2722.911733122843
2025-08-04,2881.5,2722.9117331602447
2025-08-05,2731.0,2722.911733194639
2025-08-06,2755.75,2722.9117332262676
2025-08-07,2780.5,2722.9117332553533
2025-08-08,1493.0,2722.9117332821006
2025-08-09,1505.75,2722.9117333066965
2025-08-10,1518.5,2722.911733329315
2025-08-11,1531.25,2722.9117333501154
2025-08-12,1544.0,2722.911733369243
2025-08-13,1556.75,2722.9117333868326
2025-08-14,1569.5,2722.9117334030075
2025-08-15,1582.25,2722.9117334178823
2025-08-16,1595.0,2722.911733431561
2025-08-17,1607.75,2722.9117334441394
2025-08-18,1620.5,2722.911733455707
2025-08-19,1633.25,2722.9117334663442
2025-08-20,1646.0,2722.9117334761263
2025-08-21,1658.75,2722.9117334851217
2025-08-22,1671.5,2722.9117334933935
2025-08-23,1684.25,2722.9117335010005
2025-08-24,1697.0,2722.911733507996
2025-08-25,1709.75,2722.9117335144288
2025-08-26,1722.5,2722.9117335203446
2025-08-27,1735.25,2722.9117335257847
2025-08-28,1748.0,2722.911733530787
2025-08-29,1760.75,2722.9117335353876
2025-08-30,1773.5,2722.9117335396177
2025-08-31,1786.25,2722.911733543508
2025-09-01,1799.0,2722.9117335470855
2025-09-02,1774.8333333333333,2722.9117335503756
2025-09-03,1750.6666666666667,2722.9117335534006
2025-09-04,1726.5,2722.9117335561828
2025-09-05,1752.0,2722.911733558741
2025-09-06,1862.0,2722.9117335610936
2025-09-07,2076.0,2722.9117335632573
2025-09-08,1817.5,2722.911733565247
2025-09-09,1852.9347826086957,2722.911733567076
2025-09-10,1888.3695652173913,2722.911733568759
2025-09-11,1923.804347826087,2722.911733570306
2025-09-12,1959.2391304347825,2722.9117335717287
2025-09-13,1994.6739130434783,2722.911733573037
2025-09-14,2030.108695652174,2722.9117335742403
2025-09-15,2065.5434782608695,2722.9117335753467
2025-09-16,2100.978260869565,2722.911733576364
2025-09-17,2136.413043478261,2722.9117335773
2025-09-18,2171.8478260869565,2722.9117335781602
2025-09-19,2207.282608695652,2722.9117335789515
2025-09-20,2242.717391304348,2722.911733579679
2025-09-21,2278.1521739130435,2722.911733580348
2025-09-22,2313.586956521739,2722.9117335809633
2025-09-23,2349.021739130435,2722.911733581529
2025-09-24,2384.4565217391305,2722.9117335820497
2025-09-25,2419.891304347826,2722.911733582528
2025-09-26,2455.3260869565215,2722.9117335829683
2025-09-27,2490.7608695652175,2722.9117335833726
2025-09-28,2526.195652173913,2722.911733583745
2025-09-29,2561.6304347826085,2722.911733584087
2025-09-30,2597.065217391304,2722.9117335844016
2025-10-01,2632.5,2722.911733584691
2025-10-02,2830.5,2722.9117335849573
2025-10-03,2261.92,2722.911733585202
2025-10-04,1642.0,2722.911733585427
2025-10-05,3358.0,2722.911733585634
2025-10-06,1880.0,2722.911733585824
2025-10-07,2583.0,2722.911733585999
2025-10-08,2570.36,2722.91173358616
2025-10-09,2557.72,2722.911733586308
2025-10-10,2545.08,2722.911733586444
2025-10-11,2532.44,2722.9117335865694
2025-10-12,2519.8,2722.9117335866845
2025-10-13,2507.16,2722.91173358679
2025-10-14,2494.52,2722.9117335868873
2025-10-15,2481.88,2722.911733586977
2025-10-16,2469.24,2722.911733587059
2025-10-17,2456.6,2722.911733587135
2025-10-18,2443.96,2722.9117335872047
2025-10-19,2431.32,2722.9117335872684
2025-10-20,2418.68,2722.9117335873275
2025-10-21,2406.04,2722.9117335873816
2025-10-22,2393.4,2722.911733587431
2025-10-23,2380.76,2722.911733587477
2025-10-24,2368.12,2722.911733587519
2025-10-25,2355.48,2722.911733587558
2025-10-26,2342.84,2722.9117335875935
2025-10-27,2330.2,2722.9117335876263
2025-10-28,2317.56,2722.9117335876563
2025-10-29,2304.92,2722.911733587684
2025-10-30,2292.2799999999997,2722.9117335877095
2025-10-31,2279.64,2722.9117335877327
2025-11-01,2267.0,2722.9117335877545
2025-11-02,2372.0,2722.911733587774
2025-11-03,1983.0,2722.9117335877922
2025-11-04,2097.5,2722.911733587809
2025-11-05,2362.75,2722.9117335878245
2025-11-06,2628.0,2722.9117335878386
2025-11-07,1943.5,2722.911733587852
2025-11-08,1085.0,2722.9117335878636
2025-11-09,1136.9375,2722.9117335878746
2025-11-10,1188.875,2722.9117335878846
2025-11-11,1240.8125,2722.911733587894
2025-11-12,1292.75,2722.9117335879027
2025-11-13,1344.6875,2722.9117335879105
2025-11-14,1396.625,2722.9117335879178
2025-11-15,1448.5625,2722.9117335879246
2025-11-16,1500.5,2722.9117335879305
2025-11-17,1552.4375,2722.911733587936
2025-11-18,1604.375,2722.9117335879414
2025-11-19,1656.3125,2722.911733587946
2025-11-20,1708.25,2722.9117335879505
2025-11-21,1760.1875,2722.9117335879546
2025-11-22,1812.125,2722.911733587958
2025-11-23,1864.0625,2722.9117335879614
2025-11-24,1916.0,2722.9117335879646
2025-11-25,1967.9375,2722.911733587968
2025-11-26,2019.875,2722.91173358797
2025-11-27,2071.8125,2722.911733587973
2025-11-28,2123.75,2722.911733587975
2025-11-29,2175.6875,2722.911733587977
2025-11-30,2227.625,2722.9117335879787
2025-12-01,2279.5625,2722.9117335879805
2025-12-02,2331.5,2722.9117335879823
2025-12-03,1747.5900000000001,2722.9117335879837
2025-12-04,1265.0,2722.911733587985
2025-12-05,1080.0,2722.9117335879864
2025-12-06,1819.75,2722.9117335879873
2025-12-07,1552.0,2722.9117335879887
2025-12-08,2946.75,2722.9117335879896
