ds,real,yhat,yhat_lower,yhat_upper,residuo
2024-05-08,1925.0,1836.5550019956938,482.1926020990278,3249.2868962401412,88.44499800430617
2024-05-09,1107.0,1691.4733277534503,263.48259757624226,3004.357562361984,-584.4733277534503
2024-05-10,1864.0,1687.7977730898897,380.76490494651193,3289.7928213044556,176.2022269101103
2024-05-11,1835.6,1171.5091826401697,-223.46822826253072,2574.612015445709,664.0908173598302
2024-05-13,2023.0,2091.031236147046,720.556461231765,3394.667013571877,-68.031236147046
2024-05-14,1796.0,1917.6671604009866,452.33680368589484,3243.996822990951,-121.66716040098663
2024-05-15,1425.0,1766.5881768517147,476.0830670406732,3139.1981231269633,-341.5881768517147
2024-05-16,1794.6,1565.3024580776546,198.03028555648424,2911.518737967613,229.29754192234532
2024-05-17,1830.5,1481.9068262525514,1.6401372298164343,2833.2321725588945,348.59317374744865
2024-05-18,1253.5,889.8825984926983,-442.79001326225745,2363.1691148335594,363.6174015073017
2024-05-20,1990.0,1791.0044629015415,418.9968203062901,3192.9366211610154,198.9955370984585
2024-05-21,888.0,1689.7615475458917,286.063661889104,3070.1267046081275,-801.7615475458917
2024-05-22,979.8,1629.5906945952356,286.529317733922,3018.331411689249,-649.7906945952357
2024-05-23,1655.0,1503.7500702331133,6.7317029441024685,2995.1383927862425,151.24992976688668
2024-05-24,1036.0,1463.4133624066353,36.73281254522324,2811.204762770943,-427.4133624066353
2024-05-25,738.5,889.4305861326463,-589.4253064568683,2321.555591262024,-150.93058613264634
2024-05-27,2304.9,1817.1021992335102,403.87788313238156,3232.683767575717,487.7978007664899
2024-05-28,568.4,1745.0069974016926,397.544423310787,3107.668991295691,-1176.6069974016928
2024-05-29,1392.0,1718.2255923431865,341.7423437476439,3161.93063670217,-326.22559234318646
2024-05-31,1859.0,1603.6193467787684,286.71156466983246,2992.210301230657,255.38065322123157
2024-06-01,1036.0,1045.4170206157316,-244.80159092836456,2481.7622266446574,-9.417020615731644
2024-06-03,1991.0,1994.8197985919558,666.3787195849234,3255.7564547680763,-3.8197985919557595
2024-06-04,904.5,1943.0638912470574,556.869917408117,3234.2432373485003,-1038.5638912470574
2024-06-05,1966.0,1951.5658670617613,628.4536985160048,3382.3799412553767,14.43413293823869
2024-06-06,1347.5,1906.941268877746,494.64422555348483,3294.1399711028057,-559.4412688777461
2024-06-07,829.5,1946.2576816801989,624.1782589372511,3275.966605679607,-1116.7576816801989
2024-06-08,587.0,1434.389390907421,36.367208897453715,2867.6775133605756,-847.3893909074211
2024-06-10,1510.5,2381.4544019257723,1011.062858901183,3702.2034492347657,-870.9544019257723
2024-06-11,2115.5,2292.08585490413,970.7846347426408,3750.5540770492244,-176.58585490412997
2024-06-12,2135.0,2259.964181471659,815.0767683531981,3651.548156949875,-124.96418147165878
2024-06-13,1710.0,2179.6250391503,867.9149688040018,3541.3104269824007,-469.6250391502999
2024-06-14,1584.0,2178.2887870243417,737.1091553236679,3644.6344363922203,-594.2887870243417
2024-06-15,1006.7,1603.7418469932898,213.4498755785909,3027.5800029962943,-597.0418469932897
2024-06-17,2588.5,2346.056021458157,957.7496802006684,3754.4401500527288,242.44397854184308
2024-06-18,1172.5,2166.4662629782706,818.7738120507648,3448.7746498857887,-993.9662629782706
2024-06-19,2702.0,2093.7165881271853,648.589698358315,3440.8616257730846,608.2834118728147
2024-06-20,1398.0,2029.6020630205987,635.7833771535177,3412.706052529584,-631.6020630205987
2024-06-21,225.0,2079.561238444308,714.964373605737,3472.294513861284,-1854.561238444308
2024-06-22,1653.0,1556.97122180218,287.60510068192156,2985.971534822392,96.02877819781997
2024-06-24,1750.5,2315.2148387911584,832.8491684936928,3684.3149675622085,-564.7148387911584
2024-06-25,2268.5,2112.711836029961,816.5698300353012,3479.2003948357983,155.78816397003902
2024-06-26,1701.0,2019.6728239815166,572.5318303886133,3412.212758189896,-318.67282398151656
2024-06-27,2048.0,1947.812467285537,523.185338474101,3252.8659644751997,100.18753271446303
2024-06-28,1485.0,2000.0943174078375,618.7972180022479,3375.3352676553022,-515.0943174078375
2024-06-29,1197.5,1483.0225223362966,88.34113898398525,2883.116125462942,-285.52252233629656
2024-07-01,3227.5,2237.388413421374,950.0218114398751,3645.325668994478,990.111586578626
2024-07-02,2999.0,2029.2459592872137,583.6552834788561,3372.249906861051,969.7540407127863
2024-07-03,1841.0,1932.2714252417302,606.4980021987827,3354.875474072413,-91.27142524173019
2024-07-04,2613.0,1864.4072598907608,487.99598612057605,3219.8396152455844,748.5927401092392
2024-07-05,870.5,1935.992653037889,591.9769807787245,3366.1627801389973,-1065.492653037889
2024-07-06,1208.0,1459.5219785383701,59.75895956878801,2865.7836218914786,-251.52197853837015
2024-07-08,1647.0,2326.296456110407,894.9987755075762,3741.556846622878,-679.2964561104068
2024-07-09,1322.0,2157.796160973103,833.3294473656765,3506.2503401076783,-835.7961609731028
2024-07-10,2054.0,2070.51585380023,642.8904576111108,3484.96434425201,-16.51585380023016
2024-07-11,2208.0,1987.0574427069187,632.3172055238628,3444.057167230873,220.94255729308134
2024-07-12,1226.0,2034.1548241633197,664.3536944397914,3491.9669878262093,-808.1548241633197
2024-07-13,1324.1399999999999,1539.501195057742,149.12806932288905,2936.3442219373947,-215.36119505774218
2024-07-15,1365.0,2362.8566289284413,1059.2466072814636,3733.535114961049,-997.8566289284413
2024-07-16,2512.0,2139.705736336948,668.107389992901,3568.3504378372213,372.2942636630519
2024-07-17,1935.0,1972.6771580553793,583.3547655772056,3271.4509268032084,-37.67715805537932
