ds,real,prediccion,residuo
2024-11-16,1748.5,1283.2493772792766,465.2506227207234
2024-11-18,1487.0,1776.2715426474629,-289.27154264746287
2024-11-19,2058.5,1836.072500471973,222.42749952802706
2024-11-20,1922.0,1758.004899951387,163.99510004861304
2024-11-21,1545.0,1843.1625483880562,-298.16254838805617
2024-11-22,1475.75,1722.138293011445,-246.38829301144506
2024-11-23,1223.0,1273.9754628385224,-50.97546283852239
2024-11-25,1827.5,1905.051327835999,-77.55132783599902
2024-11-26,869.0,1820.3875108225109,-951.3875108225109
2024-11-27,923.5,1278.681607430238,-355.18160743023805
2024-11-28,981.5,1175.8549456029534,-194.35494560295342
2024-11-29,1183.0,1210.5542420370746,-27.554242037074573
2024-11-30,787.0,921.9426093736257,-134.94260937362571
2024-12-02,1572.0,1700.1637478933833,-128.1637478933833
2024-12-03,1242.0,1554.7470775555,-312.7470775555
2024-12-04,2094.0,1334.8599641905887,759.1400358094113
2024-12-05,1526.0,1362.0757640699312,163.9242359300688
2024-12-06,3138.0,1641.0124489148634,1496.9875510851366
2024-12-07,1942.0,1436.2634515725672,505.7365484274328
2024-12-09,2685.0,2133.9802583702967,551.0197416297033
2024-12-10,1607.0,2010.1358205371287,-403.13582053712867
2024-12-11,1093.0,1876.0419986588395,-783.0419986588395
2024-12-12,1030.0,2041.6349127280498,-1011.6349127280498
2024-12-13,2171.0,2083.633962517982,87.36603748201787
2024-12-14,322.0,1308.5964920372128,-986.5964920372128
2024-12-16,2358.0,1923.5366928933845,434.4633071066155
2024-12-17,3132.75,1672.0410536609545,1460.7089463390455
2024-12-18,1140.5,1636.640942576535,-496.14094257653505
2024-12-19,1096.0,1612.69687340793,-516.6968734079301
2024-12-20,2303.0,1950.1611973488189,352.83880265118114
2024-12-21,3407.5,1422.366755669192,1985.133244330808
2024-12-23,1224.0,2239.2122125088245,-1015.2122125088245
2024-12-24,427.5,1910.0037254985573,-1482.5037254985573
2024-12-26,1221.0,1832.2989315713742,-611.2989315713742
2024-12-27,1134.5,1624.4176343832862,-489.9176343832862
2024-12-28,1123.0,1267.7485484188871,-144.74854841888714
2024-12-30,2675.0,1996.736632232213,678.263367767787
2024-12-31,855.0,1553.3269247444775,-698.3269247444775
2025-01-02,2154.0,1322.0095075651016,831.9904924348984
2025-01-03,2389.0,1711.181053463148,677.8189465368521
2025-01-04,1654.0,1383.8950934390623,270.1049065609377
2025-01-06,2708.0,2221.192406823898,486.8075931761018
2025-01-07,1519.0,2200.217796697858,-681.2177966978579
2025-01-08,2011.0,2021.293123489676,-10.293123489675963
2025-01-09,1799.0,1903.1548118936616,-104.15481189366164
2025-01-10,2632.5,2011.0176006411357,621.4823993588643
2025-01-11,2267.0,1514.4296048759015,752.5703951240985
2025-01-13,2299.0,2076.907424795094,222.0925752049061
2025-01-14,1302.0,2225.38367315619,-923.3836731561901
2025-01-15,2655.5,2249.0858558232353,406.4141441767647
2025-01-16,1825.5,1855.458433020383,-29.958433020382927
2025-01-17,3583.0,2596.5257080193687,986.4742919806313
2025-01-18,913.0,1557.9367041287055,-644.9367041287055
2025-01-20,1905.0,2251.256623468445,-346.256623468445
2025-01-21,2431.0,2237.0989409776353,193.90105902236473
2025-01-23,3869.0,2787.9346977525247,1081.0653022474753
2025-01-24,1679.0,2613.6999196639467,-934.6999196639467
2025-01-25,355.0,1572.599536239816,-1217.599536239816
2025-01-27,1454.0,2198.717398889831,-744.7173988898312
2025-01-28,840.0,2212.116413994338,-1372.116413994338
2025-01-29,1334.0,1800.0008427320447,-466.0008427320447
2025-01-30,891.0,1569.1201627181158,-678.1201627181158
2025-01-31,1051.5,1234.6455012392057,-183.14550123920571
2025-02-01,1216.5,897.2736045349656,319.22639546503444
2025-02-03,2583.0,2094.1118935705404,488.88810642945964
2025-02-04,2397.0,2177.140053398822,219.85994660117785
2025-02-05,2566.5,1828.2437501894228,738.2562498105772
2025-02-06,1040.0,1621.9097338238994,-581.9097338238994
2025-02-07,1695.0,1946.7871482215576,-251.78714822155757
2025-02-08,3241.0,1487.3620367316025,1753.6379632683975
2025-02-10,2830.5,2420.794974516708,409.70502548329205
2025-02-11,2372.0,2863.7052824338434,-491.7052824338434
2025-02-12,2331.5,2490.313946187448,-158.81394618744798
2025-02-13,3484.5,2472.3213936574357,1012.1786063425643
2025-02-14,2691.5,2639.5133740432902,51.98662595670976
2025-02-15,1914.0,1903.0519999453338,10.948000054666181
2025-02-17,1770.0,2457.2199881685533,-687.2199881685533
2025-02-18,1533.5,2512.0132754534916,-978.5132754534916
2025-02-19,1619.0,2168.0477285428697,-549.0477285428697
2025-02-20,2260.0,2280.4647506935535,-20.46475069355347
2025-02-21,1812.5,1962.9017629755103,-150.40176297551034
2025-02-22,1176.0,1191.8618035394052,-15.861803539405173
2025-02-24,1817.5,2313.428668499556,-495.9286684995559
2025-02-25,1917.0,2148.282775249028,-231.28277524902796
2025-02-26,1212.0,1761.1428308785657,-549.1428308785657
2025-02-27,1225.5,1587.101677647797,-361.60167764779703
2025-02-28,1054.0,1548.6105754372297,-494.6105754372297
2025-03-01,726.5,942.2282981881177,-215.72829818811772
2025-03-05,2345.5,1731.7913359330557,613.7086640669443
2025-03-06,2045.5,1662.2730420178689,383.2269579821311
2025-03-07,1974.0,1605.4479597166155,368.5520402833845
2025-03-08,1287.0,947.9331579625933,339.0668420374067
2025-03-10,2261.92,2185.330787924964,76.5892120750359
2025-03-11,1983.0,1984.474609923008,-1.4746099230080745
2025-03-12,1747.5900000000001,1926.8220823398794,-179.2320823398793
2025-03-13,1812.5,1963.002183685314,-150.5021836853141
2025-03-14,2936.0,1853.2450055603501,1082.7549944396499
2025-03-15,1006.0,1201.068629119825,-195.0686291198249
2025-03-17,1748.0,2223.958929441282,-475.9589294412822
2025-03-18,1346.0,2103.1330525569983,-757.1330525569983
2025-03-19,1223.0,1882.3869143228987,-659.3869143228987
2025-03-20,1468.0,1415.5419730675437,52.45802693245628
2025-03-21,1503.5,1618.6378313908974,-115.13783139089742
2025-03-22,1028.0,1005.867474238762,22.132525761237957
2025-03-24,1379.0,1990.6537196089464,-611.6537196089464
2025-03-25,1984.25,1824.4198014586525,159.8301985413475
2025-03-26,1311.5,1437.6503997322116,-126.15039973221155
2025-03-27,1650.0,1451.7082938613062,198.29170613869383
2025-03-28,1644.0,1503.7999674108662,140.2000325891338
2025-03-29,687.0,954.1573656741036,-267.15736567410363
2025-03-31,1922.5,2051.40110719747,-128.90110719747008
2025-04-01,2771.5,1829.1569959491617,942.3430040508383
2025-04-02,1551.0,1649.1946893005336,-98.19468930053358
2025-04-03,1021.0,1529.9833132049205,-508.9833132049205
2025-04-04,927.0,1475.7419786547935,-548.7419786547935
2025-04-05,530.0,955.3209178898322,-425.32091788983223
2025-04-07,2934.0,1891.2203616504048,1042.7796383495952
2025-04-08,2881.5,1912.2239429854028,969.2760570145972
2025-04-09,1726.5,1537.9547478959425,188.54525210405745
2025-04-10,1642.0,1572.1010642084145,69.89893579158547
2025-04-11,2097.5,1795.1331204231374,302.36687957686263
2025-04-12,1265.0,1324.9195994535748,-59.91959945357485
2025-04-14,2545.5,2317.561587896992,227.93841210300798
2025-04-15,1344.0,2232.0265713823956,-888.0265713823956
2025-04-16,2449.0,2094.1240819710288,354.8759180289712
2025-04-17,1832.0,1719.2992224428215,112.70077755717853
2025-04-19,1126.0,1371.104444868799,-245.10444486879896
2025-04-21,2268.0,2209.7192466023416,58.28075339765837
2025-04-22,1614.0,2067.6845422972624,-453.6845422972624
2025-04-23,2704.0,2475.4914062164503,228.5085937835497
2025-04-24,1493.0,1717.4590156088775,-224.4590156088775
2025-04-25,1186.0,1815.5429827749026,-629.5429827749026
2025-04-26,1425.0,1287.4698480563882,137.53015194361183
2025-04-28,2722.0,2124.608766349651,597.391233650349
2025-04-29,3653.0,2063.989949804512,1589.010050195488
2025-04-30,2374.0,2173.776666265538,200.2233337344619
2025-05-02,2921.0,2435.998464098969,485.0015359010308
2025-05-03,1336.0,1464.9730854624809,-128.97308546248087
2025-05-05,2391.0,2388.0197617804133,2.9802382195866812
2025-05-06,3458.5,2946.517056319762,511.9829436802379
2025-05-07,752.0,2711.4231509117803,-1959.4231509117803
2025-05-08,2731.0,3267.9243092312277,-536.9243092312277
2025-05-09,1752.0,2165.4675069214945,-413.46750692149453
2025-05-10,3358.0,1481.500648519868,1876.499351480132
2025-05-12,1080.0,2366.153757769477,-1286.1537577694771
2025-05-13,2739.0,3270.33664587607,-531.3366458760702
2025-05-14,1737.5,2036.6009418517745,-299.10094185177445
2025-05-15,1732.0,2090.5036897244254,-358.5036897244254
2025-05-16,2086.0,2158.6330522327635,-72.63305223276348
2025-05-17,1421.0,1284.116537584694,136.88346241530598
2025-05-19,1913.0,1985.367999977078,-72.36799997707794
2025-05-20,1342.0,1991.366846792043,-649.3668467920429
2025-05-21,1607.0,1821.1720492648476,-214.1720492648476
2025-05-22,1919.0,1787.1533743325563,131.84662566744373
2025-05-23,2025.0,1510.8028904228547,514.1971095771453
2025-05-24,1726.0,1238.0642053538684,487.9357946461316
2025-05-26,1686.0,1824.3827442396514,-138.3827442396514
2025-05-27,635.0,1870.4411562177372,-1235.4411562177372
2025-05-28,1460.0,1545.5910824985647,-85.59108249856467
2025-05-29,1070.0,1828.1549366137065,-758.1549366137065
2025-05-30,914.5,1300.1547403993793,-385.6547403993793
2025-05-31,771.0,879.2776625595513,-108.27766255955135
2025-06-02,1114.0,1697.7434265014977,-583.7434265014977
2025-06-03,1882.0,1627.1965514279057,254.80344857209434
2025-06-04,1432.0,1366.9597150973464,65.04028490265364
2025-06-05,1507.5,1212.5015731458543,294.9984268541457
2025-06-06,2606.5,1652.0811457661218,954.4188542338782
2025-06-09,1862.0,1756.3882584015469,105.61174159845314
2025-06-10,1880.0,1795.492606189644,84.507393810356
2025-06-11,2628.0,1926.7196058573093,701.2803941426907
2025-06-12,1819.75,1835.3250219638137,-15.575021963813697
2025-06-13,1954.0,2118.978602508824,-164.97860250882422
2025-06-14,2298.5,1559.1050703009764,739.3949296990236
2025-06-16,3430.0,2871.393740065173,558.606259934827
2025-06-17,2870.0,2603.599666874792,266.4003331252079
2025-06-18,2973.0,2844.301166043953,128.6988339560471
2025-06-20,2221.5,2553.606921268701,-332.10692126870117
2025-06-21,1076.0,1488.2675715966805,-412.26757159668045
2025-06-23,2951.0,3042.607094491065,-91.6070944910648
2025-06-24,2854.0,2621.5213529955868,232.47864700441323
2025-06-25,1616.0,2582.6586717064306,-966.6586717064306
2025-06-26,2331.5,2709.1528953962716,-377.65289539627156
2025-06-27,2271.0,2338.2969723487627,-67.29697234876267
2025-06-28,2878.0,1549.973961771451,1328.026038228549
2025-06-30,2966.5,2369.0700571146326,597.4299428853674
2025-07-01,2381.0,2720.8913972793066,-339.8913972793066
2025-07-02,1791.5,2765.2069122194052,-973.7069122194052
2025-07-03,1832.0,2702.962012154401,-870.9620121544008
2025-07-04,3999.5,2607.0028030691014,1392.4971969308986
2025-07-05,1203.5,1665.6647138295598,-462.1647138295598
2025-07-07,2432.0,2799.1233570614104,-367.1233570614104
2025-07-08,2780.5,2741.9377025198182,38.56229748018177
2025-07-09,2076.0,2769.362586005702,-693.3625860057018
2025-07-10,2583.0,2518.020578960238,64.9794210397622
2025-07-11,1943.5,2423.2424463032553,-479.7424463032553
2025-07-12,1552.0,1212.9996174906205,339.0003825093795
2025-07-14,3782.0,2745.5587739931766,1036.4412260068234
2025-07-15,3493.5,2565.54485434704,927.9551456529598
2025-07-16,2495.0,2624.1740094473303,-129.17400944733026
2025-07-17,2753.4,2826.375730814321,-72.97573081432074
2025-07-18,2882.0,2557.5929385836994,324.4070614163006
2025-07-19,1156.5,1390.7784156569546,-234.27841565695462
2025-07-21,2019.0,2951.5230749926213,-932.5230749926213
2025-07-22,2417.5,2593.1944261457934,-175.6944261457934
2025-07-23,1736.5,2305.516968287039,-569.0169682870392
2025-07-24,3148.6,2612.8945646020643,535.7054353979356
2025-07-25,3757.5,2574.325188878255,1183.1748111217448
2025-07-26,1067.9,1619.910116571816,-552.0101165718158
2025-07-28,3571.75,2782.5627477929297,789.1872522070703
2025-07-29,1506.0,2320.931218235343,-814.9312182353428
2025-07-30,1538.0,2363.2809349321797,-825.2809349321797
2025-07-31,1691.0,2474.2669769484983,-783.2669769484983
2025-08-01,2049.0,2484.9137135066926,-435.9137135066926
2025-08-02,1486.5,1119.2199942151187,367.28000578488127
2025-08-04,2257.0,2171.508311735067,85.49168826493315
2025-08-05,1306.5,1603.5127474830172,-297.01274748301716
2025-08-08,1493.0,1492.381903648684,0.6180963513158986
2025-08-09,1817.5,1232.8709154509943,584.6290845490057
2025-08-11,1085.0,1666.3392778130751,-581.3392778130751
2025-08-12,2946.75,1949.8109699957263,996.9390300042737
2025-08-13,1937.0,1813.9643444027085,123.03565559729145
2025-08-14,2498.0,1807.166979023477,690.8330209765229
2025-08-15,2942.0,2028.1790545357246,913.8209454642754
2025-08-16,846.5,1334.0176507145077,-487.5176507145077
2025-08-18,1619.5,2151.480061145856,-531.9800611458559
